Date,Open,High,Low,Close,Volume,Ci1,Ci2,Ci3,Ci4,Ci5,Ci6,Ci7
20131104,18.00600052,18.04999924,17.71999931,17.93700027,38768000,6,5,6,5,4,6,6
20131105,17.8390007,18.00849915,17.74200058,17.94449997,40142000,0,12,6,0,6,6,6
20131106,18.02249908,18.14349937,17.72500038,17.80900002,45646000,7,7,0,4,4,6,0
20131107,17.79299927,17.89500046,17.09399986,17.1779995,84926000,0,3,2,2,0,7,0
20131108,17.29750061,17.55249977,17.20199966,17.51549911,53138000,4,4,4,6,12,3,3
20131111,17.52949905,17.76849937,17.40299988,17.71899986,45234000,5,5,9,6,5,6,6
20131112,17.64949989,17.77400017,17.36400032,17.47649956,46862000,0,6,0,5,4,3,0
20131113,17.37000084,17.81100082,17.2840004,17.81100082,55466000,8,4,9,12,4,8,9
20131114,17.86949921,18.4470005,17.82150078,18.37000084,83196000,8,11,15,4,14,12,4
20131115,18.38150024,18.64500046,18.27750015,18.45849991,89832000,0,8,0,4,4,0,0
20131118,18.51399994,18.67449951,18.23349953,18.30900002,54748000,5,3,4,4,0,8,0
20131119,18.29100037,18.43899918,18.125,18.24699974,38096000,4,4,4,6,12,3,3
20131120,18.37800026,18.37800026,18.02249908,18.12849998,35430000,2,2,6,4,2,4,0
20131121,18.20249939,18.46249962,18.16500092,18.44599915,39292000,0,8,3,4,3,5,3
20131122,18.5,18.72500038,18.31550026,18.6154995,59310000,0,4,3,0,10,0,3
20131125,18.69099998,18.88949966,18.6590004,18.83200073,59446000,4,4,0,16,0,4,4
20131126,18.88050079,19.125,18.74099922,19.06850052,54488000,4,0,16,0,4,4,4
20131127,19.17499924,19.35000038,19.13050079,19.33550072,45394000,0,16,0,4,4,4,4
20131129,19.45499992,19.70499992,19.43099976,19.68099976,48120000,0,0,0,0,0,0,0
20131202,19.95000076,19.95000076,19.45499992,19.61499977,94280000,0,0,0,0,0,0,0
20131203,19.50550079,19.54750061,19.15500069,19.2329998,74058000,3,3,3,3,0,12,0
20131204,19.17499924,19.48450089,19.07449913,19.29800034,47106000,4,4,4,6,12,3,3
20131205,19.33250046,19.33250046,19.06850052,19.22450066,38130000,3,3,8,6,3,4,3
20131206,19.41749954,19.41749954,19.19149971,19.34749985,39694000,0,8,0,5,3,4,4
20131209,19.40550041,19.41049957,19.12849998,19.24449921,55236000,0,0,5,0,2,3,0
20131210,19.18700027,19.45299911,19.15099907,19.38899994,54736000,4,8,9,8,4,9,12
20131211,19.36700058,19.4489994,19.10000038,19.10950089,49026000,0,6,3,0,3,6,0
20131212,19.06299973,19.25,18.97500038,19.0625,42474000,4,4,6,4,6,4,4
20131213,19.26600075,19.47100067,19.19000053,19.21199989,60500000,0,12,6,0,6,6,6
20131216,19.25149918,19.58499908,19.25,19.44849968,45034000,12,12,0,6,6,6,6
20131217,19.53249931,19.56800079,19.32500076,19.38249969,46878000,0,0,0,0,0,0,0
20131218,19.46150017,19.81500053,19.15500069,19.79800034,69782000,4,4,12,12,0,14,18
20131219,19.71349907,19.86450005,19.62999916,19.7595005,48544000,3,8,8,0,7,12,0
20131220,19.82749939,20.23600006,19.78899956,20.11000061,100678000,4,4,6,4,6,4,4
20131223,20.18449974,20.25,19.95999908,20.14599991,53190000,0,6,3,0,3,6,0
20131224,20.12599945,20.18600082,19.81850052,19.95999908,27608000,3,3,3,3,4,4,0
20131226,20.08950043,20.22599983,19.84049988,20.21949959,37370000,0,8,4,3,6,3,6
20131227,20.23250008,20.28149986,19.8125,19.90399933,39738000,5,5,3,4,3,6,0
20131230,19.97050095,19.99600029,19.62249947,19.6685009,49742000,0,6,4,4,0,5,5
20131231,19.72900009,19.94149971,19.69000053,19.93950081,39930000,7,12,7,0,8,8,8
20140102,19.94000053,19.96800041,19.70100021,19.89850044,42756000,8,8,0,6,6,6,6
20140103,19.91449928,20.13549995,19.81100082,19.8220005,44204000,0,0,6,6,3,8,7
20140106,19.79249954,19.85000038,19.42099953,19.68149948,63412000,0,8,8,6,8,14,0
20140107,19.75200081,19.92350006,19.71450043,19.9015007,38320000,5,5,9,6,6,5,6
20140108,19.92350006,20.14999962,19.80200005,20.09600067,46330000,0,12,3,9,9,0,3
20140109,20.18549919,20.34449959,19.92200089,20.05050087,42060000,8,3,6,9,0,4,0
20140110,20.12649918,20.18799973,19.69000053,19.88299942,53590000,4,3,5,3,3,8,0
20140113,19.89900017,19.98900032,19.42250061,19.54899979,56898000,2,2,2,4,4,2,0
20140114,19.60650063,19.93149948,19.56450081,19.87700081,46802000,0,2,4,4,2,2,2
20140115,19.9470005,19.96549988,19.62649918,19.7935009,53566000,0,5,2,2,2,3,0
20140116,19.68400002,19.96450043,19.47050095,19.79000092,52024000,0,6,6,6,0,6,6
20140117,19.71299934,20.17449951,19.68300056,19.98049927,90102000,9,15,12,0,14,12,4
20140121,20.14999962,20.38999939,20.07999992,20.35250092,62442000,18,14,0,12,12,4,4
20140122,20.39999962,20.40299988,20.10000038,20.22699928,41210000,0,0,0,0,0,0,0
20140123,20.04999924,20.30850029,19.88949966,19.99349976,60508000,3,3,3,3,0,12,0
20140124,19.90800095,20.01000023,19.3635006,19.37999916,89168000,2,2,2,3,6,3,0
20140127,19.52499962,19.70499992,19.02449989,19.31399918,78736000,1,1,4,4,4,1,1
20140128,19.37000084,19.73699951,19.3560009,19.7215004,57890000,0,6,8,3,4,4,3
20140129,19.6079998,19.64249992,19.16200066,19.20999908,67646000,0,8,0,4,4,0,0
20140130,19.68849945,20.3125,19.38500023,20.15049934,209478000,12,4,9,14,0,11,8
20140131,18.58799934,18.77249908,17.88800049,17.93449974,323096000,3,3,10,0,8,8,0
20140203,17.9489994,18.04249954,17.00499916,17.30750084,205616000,6,5,6,5,4,6,6
20140204,17.47949982,17.70000076,17.20100021,17.39749908,96258000,0,12,6,0,6,6,6
20140205,17.29999924,17.46850014,16.8864994,17.32250023,88708000,10,10,0,6,8,6,8
20140206,17.37000084,17.74099922,17.37000084,17.72949982,66714000,0,0,0,9,0,9,0
20140207,17.9489994,18.09000015,17.62450027,18.05400085,86610000,0,0,12,0,24,0,12
20140210,18.08049965,18.25,17.96750069,18.0435009,68994000,0,6,0,14,0,8,0
20140211,18.09199905,18.18050003,17.8125,18.08950043,64442000,6,6,6,6,4,8,8
20140212,17.82150078,17.88750076,17.31599998,17.46249962,131754000,6,3,6,3,4,8,0
20140213,17.38500023,17.86000061,17.32500076,17.86000061,83500000,0,4,4,3,3,3,3
20140214,17.96699905,17.96699905,17.66749954,17.86750031,70404000,0,8,4,0,4,6,4
20140218,17.76399994,17.78650093,17.47249985,17.68250084,99960000,5,5,0,4,4,6,0
20140219,17.63199997,17.72699928,17.30500031,17.36899948,83362000,0,3,2,2,2,5,0
20140220,17.44000053,17.52300072,17.21899986,17.48999977,69856000,8,3,8,6,8,3,8
20140221,17.62199974,17.70700073,17.33749962,17.33799934,84200000,0,5,2,2,2,3,0
20140224,17.2595005,17.64999962,17.16449928,17.5890007,72894000,0,6,3,7,0,7,3
20140225,17.64999962,18.05400085,17.57900047,17.91600037,74728000,12,8,18,0,18,8,0
20140226,17.99300003,18.23749924,17.85849953,17.98999977,72442000,8,12,4,14,9,0,11
20140227,17.86100006,18.02949905,17.77499962,18.00650024,62098000,5,3,4,4,0,8,0
20140228,18.03000069,18.2935009,17.85400009,18.10499954,77640000,4,4,4,6,12,3,3
20140303,17.93700027,18.04800034,17.72400093,17.98900032,55966000,2,2,6,4,2,4,0
20140304,18.19499969,18.2840004,18.12299919,18.19499969,54088000,0,4,4,3,3,3,3
20140305,18.2064991,18.6364994,18.19499969,18.61849976,76966000,10,12,10,4,12,12,0
20140306,18.70249939,18.76650047,18.44499969,18.6079998,58532000,8,8,0,8,8,0,0
20140307,18.72900009,18.74950027,18.47649956,18.60300064,45596000,6,6,6,6,0,8,8
20140310,18.6345005,18.6364994,18.35000038,18.5265007,42116000,6,6,6,0,6,12,0
20140311,18.54949951,18.63999939,18.36400032,18.44099998,44922000,3,3,3,3,4,4,0
20140312,18.31999969,18.55800056,18.18050003,18.53199959,44332000,0,8,4,3,6,3,6
20140313,18.83099937,19.15550041,18.40399933,18.57550049,136580000,12,9,4,9,7,9,6
20140314,18.63999939,18.92849922,18.57749939,18.68700027,88044000,11,4,4,11,4,6,4
20140317,18.7859993,18.94249916,18.74399948,18.75200081,46060000,4,0,13,8,9,4,16
20140318,18.86599922,18.95000076,18.75,18.93849945,49670000,0,18,8,12,8,18,0
20140319,18.93849945,18.95000076,18.47100067,18.66150093,52934000,6,3,4,3,6,0,0
20140320,18.53199959,18.64999962,18.31100082,18.44849968,51170000,6,6,6,6,0,8,8
