Date,Open,High,Low,Close,Volume,Ci1,Ci2,Ci3,Ci4,Ci5,Ci6,Ci7
20130228,15.85892868,15.99535656,15.76428604,15.76428604,322515200,4,4,6,4,6,4,4
20130301,15.6428566,15.64928627,15.3564291,15.37392902,552448400,0,6,3,0,3,6,0
20130304,15.27857113,15.29285717,14.96428585,15.00178623,582755600,4,4,6,4,6,4,4
20130305,15.0528574,15.54249954,15.02678585,15.39785671,638433600,0,12,7,0,8,8,3
20130306,15.51821423,15.5446434,15.15821362,15.20214272,460250000,8,8,0,6,6,4,0
20130307,15.16071415,15.42892933,15.03785706,15.37785721,468473600,9,4,10,10,4,9,12
20130308,15.35000038,15.55107117,15.30749989,15.41857147,391482000,4,12,12,0,10,12,10
20130311,15.34821415,15.67892933,15.18357086,15.63821411,474236000,12,9,0,8,9,8,6
20130312,15.55714321,15.67428589,15.27035713,15.30107117,465911600,0,0,5,0,2,3,0
20130313,15.30178642,15.5178566,15.19142914,15.29821396,405549200,6,6,6,6,4,8,8
20130314,15.45821381,15.52285671,15.37321377,15.44642925,303875600,0,12,6,0,6,6,6
20130315,15.64035702,15.8653574,15.61607075,15.84500027,643960800,12,12,0,6,6,6,6
20130318,15.76607132,16.33785629,15.75714302,16.27571487,606197200,0,0,0,0,0,0,0
20130319,16.4107132,16.46321487,16.0178566,16.23178673,526775200,0,0,0,0,0,0,0
20130320,16.3364296,16.34392929,16.05678558,16.14571381,308660800,3,3,3,3,0,12,0
20130321,16.07928658,16.35642815,16.07500076,16.16892815,383255600,8,8,8,4,12,4,12
20130322,16.23500061,16.50357056,16.18250084,16.49678612,395105200,9,9,8,6,8,6,6
20130325,16.59607124,16.78392982,16.49214363,16.55642891,501135600,0,8,3,10,3,0,8
20130326,16.62285614,16.63714218,16.44750023,16.46928596,294294000,6,6,10,6,0,16,0
20130327,16.3021431,16.31428528,16.09749985,16.14571381,331237200,2,2,2,3,6,3,0
20130328,16.06500053,16.13642883,15.77214336,15.80928612,442839600,1,1,2,3,2,1,0
20130401,15.78214264,15.84642887,15.27642918,15.31821442,389732000,0,1,1,2,1,1,0
20130402,15.27142906,15.64785671,15.22857094,15.34964275,529519200,0,5,6,4,4,4,3
20130403,15.40607071,15.61714268,15.36821365,15.42821407,363216000,0,15,6,9,12,0,0
20130404,15.49142933,15.53571415,15.1875,15.27571392,358447600,15,8,15,18,8,0,18
20130405,15.16071415,15.17678642,14.98857117,15.11428642,383695200,8,9,12,9,4,16,10
20130408,15.17321396,15.2678566,15.08892918,15.22178555,300829200,9,10,10,4,14,7,12
20130409,15.22714329,15.30357075,15.09821415,15.2492857,306614000,8,8,4,6,6,6,6
20130410,15.28928566,15.60928631,15.21464252,15.56035709,375928000,0,8,0,14,0,6,0
20130411,15.48999977,15.64249992,15.39999962,15.51178646,328364400,6,0,12,0,6,0,0
20130412,15.50535679,15.50535679,15.32464314,15.35000038,238613200,3,6,3,6,0,10,0
20130415,15.25,15.28178596,14.98392868,14.99464321,317520000,2,2,2,3,4,3,0
20130416,15.05607128,15.23607063,15.02035713,15.22285748,305771200,2,2,8,6,4,2,4
20130417,15.0096426,15.02142906,14.21821404,14.38571358,945056000,0,5,2,2,2,3,0
20130418,14.46392918,14.49250031,13.91928577,14.00178623,666299200,0,6,4,4,0,5,5
20130419,13.85607147,14.27142906,13.75357056,13.94750023,609274400,7,12,7,0,8,8,8
20130422,14.02285671,14.36428642,13.97392941,14.23821354,429920400,12,12,0,6,6,6,6
20130423,14.42821407,14.58500004,14.24321365,14.50464344,664238400,0,0,0,0,9,0,9
20130424,14.05500031,14.8303566,14.0178566,14.48071384,969651200,0,4,4,15,4,12,15
20130425,14.6867857,14.78357124,14.53571415,14.58500004,384837600,4,9,12,9,8,10,16
20130426,14.63607121,14.9560709,14.5803566,14.89999962,764097600,12,4,12,4,8,8,8
20130429,15.01607132,15.48642921,15,15.36142921,640326400,0,12,0,3,3,3,3
20130430,15.53928566,15.90178585,15.43107128,15.81357098,691538400,0,0,0,0,9,0,9
20130501,15.8735714,15.89035702,15.51392937,15.6889286,506909200,0,0,0,12,0,12,0
20130502,15.77785683,16.02107048,15.73678589,15.91142941,421828400,6,6,8,6,8,9,9
20130503,16.11821365,16.18678665,16.04107094,16.07071495,361300800,8,4,8,4,5,8,5
20130506,16.27535629,16.50714302,16.22535706,16.4539299,496641600,0,10,0,6,3,6,3
20130507,16.60607147,16.6339283,16.20357132,16.38071442,483753200,0,0,4,0,4,0,0
20130508,16.3942852,16.62035751,16.27892876,16.56571388,472598000,6,8,6,8,0,10,10
20130509,16.42178535,16.5357132,16.27071381,16.31321335,398487600,4,6,4,0,4,8,0
20130510,16.35607147,16.4182148,16.08857155,16.17749977,334852000,4,4,6,4,6,4,4
20130513,16.12535667,16.35357094,16.125,16.24071312,316948800,0,12,6,0,6,6,6
20130514,16.20892906,16.25714302,15.79107094,15.85214329,447118000,7,7,0,4,4,6,0
20130515,15.68428612,15.75,15.08428574,15.31607056,741613600,0,3,2,2,0,7,0
20130516,15.11571407,15.63749981,14.96071434,15.52071381,603204000,8,8,8,4,12,4,12
20130517,15.68035698,15.71749973,15.39321423,15.47357082,427904400,8,8,4,6,6,6,6
20130520,15.42535686,15.92142868,15.36071396,15.81892872,451578400,0,4,0,10,0,3,3
20130521,15.64821434,15.90999985,15.50714302,15.70214272,456022000,3,0,10,0,3,4,0
20130522,15.85892868,16.01250076,15.65071392,15.76249981,443038400,6,6,6,6,4,8,8
20130523,15.56964302,15.93428612,15.5639286,15.79071426,353021200,0,8,4,0,4,6,4
20130524,15.74464321,15.91642857,15.72714329,15.89821434,276166800,10,10,0,8,6,8,6
20130528,16.06785774,16.11107063,15.74464321,15.76571369,386145200,0,0,4,0,4,0,0
20130529,15.71428585,15.9821434,15.69285679,15.89107132,330576400,6,8,6,8,0,10,10
20130530,15.91607094,16.2321434,15.87535667,16.12785721,353519600,10,12,10,0,12,12,4
20130531,16.1607132,16.32500076,16.0535717,16.06178665,384302800,8,8,0,6,6,4,0
20130603,16.09749985,16.15571404,15.8028574,16.09714317,372352400,0,6,4,4,0,7,7
20130604,16.18642807,16.22964287,15.97821426,16.04678535,292728800,6,6,6,0,6,12,0
20130605,15.91607094,16.09714317,15.84678555,15.89678574,290589600,3,3,3,3,4,4,0
20130606,15.90964317,15.96428585,15.50178623,15.65928555,416934000,0,2,1,2,3,2,0
20130607,15.58928585,15.82999992,15.4560709,15.77892876,404535600,2,2,8,6,4,2,4
20130610,15.883214,16.0385704,15.60000038,15.67464256,450153200,0,5,2,2,2,3,0
20130611,15.56214333,15.81285667,15.47571373,15.62857056,286112400,0,6,6,6,0,6,6
20130612,15.69642925,15.75892925,15.41071415,15.43535709,265227200,4,8,6,0,5,9,0
20130613,15.44642925,15.61214256,15.3125,15.56999969,285832400,12,9,4,8,9,8,4
20130614,15.55000019,15.58178616,15.30357075,15.35892868,271866000,0,3,2,0,5,0,0
20130617,15.40857124,15.56071377,15.36999989,15.42857075,259414400,6,6,6,6,0,8,8
20130618,15.41285706,15.53214264,15.3646431,15.42035675,195025600,5,8,5,0,5,8,5
20130619,15.40714264,15.41642857,15.1071434,15.1071434,310940000,5,5,0,4,4,6,0
20130620,14.97500038,15.21357059,14.82750034,14.88714314,357310800,0,6,3,4,3,5,5
20130621,14.94607067,15,14.57499981,14.7678566,481118400,12,4,12,4,8,8,8
20130624,14.55000019,14.59500027,14.21607113,14.3764286,480746000,0,7,0,2,2,3,0
20130625,14.48928642,14.5639286,14.24392891,14.37964344,314162800,0,4,6,6,0,8,8
20130626,14.42500019,14.45678616,14.13071442,14.21678638,367724000,4,12,12,0,10,12,10
20130627,14.25892925,14.33535671,14.05500031,14.06357098,337246000,8,8,0,6,6,6,6
20130628,13.97714329,14.29535675,13.88821411,14.16178608,578516400,0,0,9,0,3,3,3
20130701,14.38178635,14.72392941,14.32928562,14.61499977,391053600,0,24,0,8,8,8,0
20130702,14.64142895,15.05821419,14.62392902,14.94607067,469865200,22,0,8,8,18,0,12
20130703,15.03071404,15.1064291,14.90892887,15.02857113,240928800,0,0,0,12,0,12,0
20130705,15.01392937,15.11750031,14.83392906,14.90785694,274024800,3,3,6,3,6,9,0
20130708,15.00392914,15.03571415,14.66607094,14.82321358,298138400,4,2,4,6,8,2,2
20130709,14.77142906,15.125,14.65642929,15.08392906,352584400,0,3,6,3,2,2,2
20130710,14.98571396,15.17142868,14.9375,15.02607059,281405600,0,7,0,2,2,3,0
20130711,15.10535717,15.2946434,15.04178619,15.2603569,326292400,0,4,3,8,0,9,6
20130712,15.27321434,15.34964275,15.12178612,15.23250008,279563200,3,3,10,0,8,8,0
20130715,15.17892933,15.40928555,15.17142868,15.26571369,241917200,6,5,6,5,4,6,6
20130716,15.23285675,15.38249969,15.14892864,15.36428642,216538000,0,12,6,0,6,6,6
20130717,15.34642887,15.43642902,15.29357147,15.36821365,198990400,7,7,0,4,4,6,0
20130718,15.47785664,15.53107071,15.37892914,15.42000008,218878800,0,6,4,4,0,7,7
20130719,15.46785736,15.4992857,15.15535736,15.17678642,268721600,6,6,6,0,6,12,0
20130722,15.33785725,15.34821415,15.19535732,15.22535706,207796400,4,4,6,4,6,4,4
20130723,15.21428585,15.2485714,14.95392895,14.96392918,369395600,0,6,3,0,3,6,0
20130724,15.67607117,15.87821388,15.54500008,15.73250008,591936800,12,12,4,10,12,10,0
20130725,15.73928642,15.76428604,15.56464291,15.66071415,229493600,6,3,4,3,6,0,0
20130726,15.54642868,15.7514286,15.51214314,15.74964333,200152400,6,6,6,6,0,8,8
20130729,15.74285698,16.07107162,15.72142887,15.99250031,248057600,7,12,7,0,8,8,8
20130730,16.06999969,16.32678604,16.04392815,16.19000053,309422400,10,10,0,6,8,6,8
20130731,16.24964333,16.33357048,16.05107117,16.16178513,322957600,0,0,0,6,0,6,0
20130801,16.2767868,16.31428528,16.18785667,16.30999947,206250800,6,6,8,6,8,9,9
20130802,16.35750008,16.53035736,16.30928612,16.5192852,274783600,12,4,12,4,8,8,8
20130805,16.59607124,16.80964279,16.50535774,16.76607132,318855600,0,12,0,3,3,3,3
20130806,16.71500015,16.85321426,16.50607109,16.6160717,334857600,0,0,0,0,0,0,0
20130807,16.56428528,16.6785717,16.49178505,16.60642815,298858000,6,6,6,6,0,12,12
20130808,16.56642914,16.57500076,16.35535622,16.46464348,255777200,6,6,6,0,6,12,0
20130809,16.37999916,16.44499969,16.20178604,16.23035622,266865200,3,3,3,3,4,4,0
20130812,16.31642914,16.73749924,16.30821419,16.69142914,364434000,0,9,6,3,10,8,0
20130813,16.81928635,17.66642952,16.71607018,17.48464394,881941200,15,15,8,18,20,0,0
20130814,17.78142929,18.0089283,17.62142944,17.8035717,756372400,15,8,15,18,8,0,18
20130815,17.72928619,17.94285774,17.46714211,17.78249931,490294000,6,6,10,6,0,16,0
20130816,17.86249924,17.96214294,17.81642914,17.94035721,362306000,4,4,4,6,12,3,3
20130819,18.01214218,18.34785652,18,18.13357162,510518400,3,3,12,6,4,4,4
20130820,18.2039299,18.23464394,17.88642883,17.89535713,358688400,0,7,0,2,2,3,0
20130821,17.98535728,18.11249924,17.89999962,17.94142914,335879600,0,6,4,4,0,7,7
20130822,18.03499985,18.05678558,17.79285622,17.96285629,244207600,8,8,8,0,7,12,7
20130823,17.97392845,17.97678566,17.83392906,17.89357185,222731600,5,5,0,4,4,6,0
20130826,17.8839283,18.22142982,17.875,17.96321487,330965600,0,4,5,6,3,6,6
20130827,17.7857132,17.94678688,17.36785698,17.44964218,424188800,3,6,8,3,5,9,0
20130828,17.3571434,17.70714378,17.3571434,17.53214264,307608000,0,4,4,3,3,3,3
20130829,17.55892944,17.7321434,17.54035759,17.56071472,239657600,0,8,4,0,4,6,4
20130830,17.5714283,17.60535622,17.375,17.40071487,272297200,5,5,0,4,4,6,0
20130903,17.61071396,17.87857056,17.40535736,17.44928551,331928800,0,4,5,6,3,6,6
20130904,17.84142876,17.93714333,17.72428513,17.81035614,345032800,8,11,15,4,14,12,4
20130905,17.8660717,17.88142967,17.62999916,17.68821335,236367600,0,8,0,4,4,0,0
20130906,17.80142975,17.83499908,17.49821472,17.79357147,359525600,6,6,6,6,0,8,8
20130909,18.0357132,18.13999939,17.98142815,18.07749939,340687200,12,14,14,0,14,14,12
20130910,18.07857132,18.12321472,17.4821434,17.66571426,743195600,7,7,0,4,4,6,0
20130911,16.67892838,16.91749954,16.60035706,16.7039299,898696400,0,3,2,2,0,7,0
20130912,16.7321434,16.97857094,16.64321327,16.88178635,404051200,8,8,8,4,12,4,12
20130913,16.76214218,16.8510704,16.59642982,16.60357094,298835600,8,8,4,6,6,6,6
20130916,16.4642868,16.48607063,15.97214317,16.07571411,543706800,0,3,0,6,0,3,0
20130917,15.9985714,16.4182148,15.9821434,16.26142883,399380800,6,4,11,4,4,11,4
20130918,16.54214287,16.65535736,16.45214272,16.59571457,456862000,8,12,8,4,16,4,4
20130919,16.81071472,16.99392891,16.7589283,16.86785698,404541200,0,12,0,12,9,0,9
20130920,17.0714283,17.09107018,16.6428566,16.69321442,699302800,9,0,9,12,0,12,0
20130923,17.71785736,17.74678612,17.23571396,17.52285767,762106800,4,4,16,4,8,12,8
20130924,17.67428589,17.69535637,17.42214394,17.46785736,364344400,3,7,3,3,6,4,0
20130925,17.47142982,17.48714256,17.19392967,17.19750023,316957200,0,4,2,3,0,5,0
20130926,17.3571434,17.44857025,17.28214264,17.36499977,237221600,5,8,5,4,8,4,8
20130927,17.27785683,17.30964279,17.16857147,17.2410717,228040400,5,5,3,4,3,6,0
20130930,17.0446434,17.20214272,16.94321442,17.0267868,260156400,0,4,2,3,0,5,0
20131001,17.08749962,17.46928596,17.08499908,17.4271431,353883600,8,9,8,4,12,9,4
20131002,17.34392929,17.56428528,17.2767868,17.48428535,289184000,9,8,4,12,9,4,8
20131003,17.51821327,17.58392906,17.16928673,17.26464272,322753200,0,3,4,5,0,6,0
20131004,17.28071404,17.30714226,17.09285736,17.25107193,258868400,6,6,5,6,9,5,5
20131007,17.37714386,17.59464264,17.33392906,17.4196434,312292400,3,3,12,6,4,4,4
20131008,17.49785614,17.52285767,17.16214371,17.17642975,290917200,0,7,0,2,2,3,0
20131009,17.30857086,17.4210701,17.08142853,17.37821388,301725200,0,4,6,6,0,8,8
20131010,17.54714394,17.58499908,17.3942852,17.48714256,278602800,4,12,12,0,10,12,10
20131011,17.39249992,17.63714218,17.32714272,17.60035706,267738800,8,8,0,6,6,6,6
20131014,17.49392891,17.77071381,17.47678566,17.7157135,261898000,0,0,9,0,3,3,3
20131015,17.76821327,17.9285717,17.69714355,17.80999947,320073600,0,11,4,6,6,4,11
20131016,17.8853569,17.94750023,17.82964325,17.89678574,251101200,0,3,2,2,0,7,0
20131017,17.85642815,18.02785683,17.84571457,18.0178566,253593200,8,8,8,4,12,4,12
20131018,18.07107162,18.18785667,18.0610714,18.17464256,290542000,16,10,8,9,12,9,4
20131021,18.27750015,18.72500038,18.26857185,18.62000084,398106800,15,12,4,15,4,4,0
20131022,18.80035782,18.87321472,18.14392853,18.56678581,534063600,9,0,9,0,0,0,0
20131023,18.5357132,18.7739296,18.5357132,18.7485714,313723200,6,6,6,6,0,12,12
20131024,18.75,19.01678658,18.65892982,18.99678612,384764800,12,12,12,0,12,12,12
20131025,18.97571373,19.04392815,18.75392914,18.7842865,337792000,7,7,0,4,4,6,0
20131028,18.8942852,18.9642868,18.6860714,18.92428589,550440800,0,6,4,4,0,7,7
20131029,19.15250015,19.2589283,18.3764286,18.45285606,635807200,6,6,6,0,6,12,0
20131030,18.55750084,18.84000015,18.46500015,18.74642944,354163600,4,4,6,4,6,4,4
20131031,18.75,18.83892822,18.61678505,18.66785622,275696400,0,8,4,0,4,6,4
20131101,18.71500015,18.74285698,18.42285728,18.57250023,274890000,5,5,0,4,4,6,0
20131104,18.61071396,18.81500053,18.52892876,18.8125,244627600,0,4,6,3,3,7,3
20131105,18.73500061,18.88892937,18.6785717,18.76607132,265213200,3,7,3,3,6,4,0
20131106,18.71964264,18.74500084,18.50714302,18.60428619,223375600,0,4,2,3,0,5,0
20131107,18.55642891,18.68535614,18.29928589,18.30321312,262620400,2,2,2,3,4,3,0
20131108,18.37785721,18.61178589,18.30678558,18.59142876,279316800,2,2,8,6,4,2,4
20131111,18.57107162,18.63107109,18.37178612,18.53750038,227452400,0,6,3,4,4,3,4
20131112,18.48821449,18.7114296,18.4642868,18.57178688,204276800,8,4,12,9,4,8,9
20131113,18.5,18.6517868,18.46285629,18.59392929,197220800,4,15,12,0,14,12,9
20131114,18.67178535,18.90285683,18.63821411,18.86285782,282419200,15,12,0,14,12,9,4
20131115,18.80642891,18.89607048,18.73178673,18.74964333,317920400,0,0,4,0,4,0,0
20131118,18.74964333,18.82821465,18.50714302,18.52249908,244944000,3,6,3,6,0,10,0
20131119,18.53678513,18.69214249,18.49892807,18.55535698,208938800,5,8,5,4,8,4,8
20131120,18.54392815,18.5864296,18.36892891,18.3928566,193916800,5,5,3,4,3,6,0
20131121,18.48571396,18.6146431,18.34535789,18.61214256,262026800,0,6,3,7,0,7,3
20131122,18.55428505,18.64857101,18.51892853,18.56428528,223725600,6,6,8,4,8,4,8
20131125,18.60785675,18.78107071,18.6071434,18.70499992,229311600,6,12,4,10,8,10,4
20131126,18.71857071,19.14785767,18.7142868,19.04999924,401382800,14,8,12,8,14,4,4
20131127,19.15392876,19.5,19.04999924,19.4985714,363448400,12,22,0,18,8,8,0
20131129,19.62428665,19.94035721,19.56464386,19.85964394,318127600,20,0,8,15,15,0,18
20131202,19.9285717,20.15464211,19.67214394,19.68678665,472544800,0,0,9,9,0,18,0
20131203,19.93928528,20.22785759,19.91714287,20.22571373,450968000,6,6,6,6,12,6,6
20131204,20.1964283,20.32821465,20.02928543,20.1785717,377809600,2,2,6,4,2,4,0
20131205,20.45178604,20.54071426,20.22892952,20.28214264,447580000,0,4,4,3,3,3,3
20131206,20.2067852,20.2410717,19.98464394,20.00071335,344352400,0,6,3,0,3,6,0
20131209,20.03214264,20.34214211,20.03214264,20.22964287,320493600,4,4,6,4,6,4,4
20131210,20.12785721,20.28142929,20.04285622,20.19821358,278269600,0,6,3,0,3,6,0
20131211,20.25,20.39178658,19.98892975,20.04857063,359718800,3,3,3,3,4,4,0
20131212,20.07642937,20.19071388,20.00107193,20.0192852,262290000,0,4,2,4,6,2,2
20131213,20.10178566,20.10285759,19.7739296,19.80107117,332822000,2,2,6,4,2,4,0
20131216,19.82214355,20.09428596,19.82178688,19.9107132,282592800,0,6,3,4,3,4,4
20131217,19.85035706,19.97999954,19.76357079,19.82107162,229902400,0,3,4,0,4,3,0
20131218,19.63214302,19.69464302,19.24285698,19.67035675,565863200,4,4,3,4,3,6,0
20131219,19.625,19.6428566,19.41892815,19.44499969,320308800,0,2,1,2,3,2,0
20131220,19.47964287,19.70035744,19.45785713,19.60785675,436413600,5,5,9,6,6,5,6
20131223,20.2857132,20.38285637,20.09857178,20.36035728,501306400,0,15,6,9,12,0,0
20131224,20.35321426,20.42428589,20.21535683,20.2739296,167554800,10,6,6,10,0,0,0
20131226,20.28928566,20.3392868,20.12071419,20.13928604,204008000,6,3,6,3,0,10,0
20131227,20.13642883,20.15749931,19.9821434,20.00321388,225884400,2,2,2,3,6,3,0
20131230,19.9092865,20.00321388,19.72571373,19.80428505,253629600,1,1,2,3,2,1,0
20131231,19.79178619,20.04571342,19.7857132,20.03642845,223084400,0,10,6,6,8,6,0
20140102,19.84571457,19.89392853,19.71500015,19.75464249,234684800,5,6,4,6,5,0,0
20140103,19.74500084,19.77499962,19.30107117,19.32071495,392467600,4,4,4,4,0,6,0
20140106,19.19464302,19.52857018,19.05714226,19.42607117,412610800,5,8,5,4,8,4,8
20140107,19.44000053,19.4985714,19.2114296,19.28714371,317209200,8,8,4,6,6,6,6
20140108,19.24321365,19.48428535,19.23892975,19.4092865,258529600,0,4,0,10,0,3,3
20140109,19.52857018,19.53071404,19.11964226,19.16142845,279148800,3,0,10,0,3,4,0
20140110,19.27964211,19.31428528,18.96821404,19.03357124,304976000,6,6,6,6,4,8,8
20140113,18.92535782,19.375,18.92428589,19.13321495,378492800,0,12,6,0,6,6,6
20140114,19.22214317,19.52607155,19.20214272,19.51392937,332561600,18,13,0,9,9,9,4
20140115,19.76857185,20.00714302,19.70214272,19.90571404,391638800,0,0,0,0,0,0,0
20140116,19.81785774,19.88750076,19.70285606,19.7946434,229278000,0,0,0,0,0,0,0
20140117,19.69571495,19.71678543,19.28214264,19.30964279,426739600,3,3,3,3,0,12,0
20140121,19.32107162,19.64535713,19.30071449,19.60964394,328526800,8,8,8,4,12,4,12
20140122,19.67535782,19.9032135,19.56464386,19.69678688,379985200,8,8,4,6,6,6,6
20140123,19.64071465,19.875,19.45750046,19.86357117,403239200,0,4,0,10,0,3,3
20140124,19.7857132,19.84357071,19.4553566,19.50250053,429354800,3,0,10,0,3,4,0
20140127,19.64535713,19.81428528,19.4910717,19.6607132,554878800,6,6,6,6,4,8,8
20140128,18.17000008,18.3928566,17.93107033,18.0892868,1065523200,0,6,3,0,3,6,0
20140129,17.99821472,18.12035751,17.80785751,17.8839283,502810000,4,4,6,4,6,4,4
20140130,17.9478569,18.0892868,17.73928642,17.84928513,678501600,0,12,6,0,6,6,6
20140131,17.68499947,17.91178513,17.62678528,17.87857056,464797200,12,12,0,6,6,6,6
20140203,17.95035744,18.13321495,17.83214378,17.91178513,401464000,0,0,0,0,0,0,0
20140204,18.06607056,18.19499969,17.95571327,18.1710701,376681200,0,0,0,0,0,0,0
20140205,18.09142876,18.40285683,18.0803566,18.30678558,328344800,0,0,0,12,12,0,24
20140206,18.21642876,18.3392868,18.13607025,18.30392838,257765200,0,0,9,9,0,18,0
20140207,18.62071419,18.67607117,18.47785759,18.55999947,370280400,4,10,10,9,12,7,14
20140210,18.52357101,18.99964333,18.5,18.89249992,345559200,14,7,12,9,10,10,4
20140211,18.95035744,19.2053566,18.9107132,19.1414299,282256800,0,12,0,10,10,0,8
20140212,19.17678642,19.27000046,19.04428673,19.13999939,308100800,8,0,10,10,0,12,0
20140213,19.09499931,19.45892906,19.07857132,19.44392967,307398000,6,6,6,6,12,6,6
20140214,19.37392807,19.49928665,19.3289299,19.42821312,272924400,2,2,6,4,2,4,0
20140218,19.5,19.68535614,19.48607063,19.49964333,260251600,0,4,4,3,3,3,3
20140219,19.4553566,19.53178596,19.08392906,19.19178581,313768000,0,6,3,0,3,6,0
20140220,19.03535652,19.1785717,18.8928566,18.96964264,305858000,4,4,6,4,6,4,4
20140221,19.0282135,19.09178543,18.73571396,18.7589283,278784800,0,12,6,0,6,6,6
20140224,18.68392944,18.92571449,18.65785789,18.84107018,288909600,12,12,0,6,6,6,6
20140225,18.90642929,18.91321373,18.6071434,18.64500046,231952000,0,0,0,0,0,0,0
20140226,18.70035744,18.75,18.41428566,18.47678566,276217200,6,6,6,6,0,12,12
20140227,18.46928596,18.88500023,18.43035698,18.84535789,301882000,12,12,16,0,16,16,8
20140228,18.89571381,19.0267868,18.64714241,18.79428673,371968800,8,8,0,6,6,4,0
20140303,18.69357109,18.95178604,18.67178535,18.84857178,238781200,0,4,6,6,0,8,8
20140304,18.9642868,19.02285767,18.84892845,18.97285652,259140000,8,16,16,0,16,12,12
20140305,18.9614296,19.0982132,18.89749908,19.01285744,200062800,7,7,0,4,4,6,0
20140306,19.0282135,19.08714294,18.86071396,18.9553566,185488800,0,3,2,2,0,7,0
20140307,18.96750069,18.99928665,18.78750038,18.94428635,220729600,4,4,4,6,12,3,3
20140310,18.87000084,19.04750061,18.86928558,18.9614296,178584000,3,3,12,6,4,4,4
20140311,19.12321472,19.24071312,19.02107048,19.14607048,279224400,0,12,0,3,3,3,3
20140312,19.08964348,19.19107056,19,19.16464233,199326400,0,0,0,0,0,0,0
20140313,19.19428635,19.27357101,18.89857101,18.95178604,257742800,3,3,3,3,0,12,0
20140314,18.8853569,18.96035767,18.6785717,18.73892975,237199200,2,2,2,3,6,3,0
20140317,18.84642982,18.92749977,18.78035736,18.81214333,199544800,2,2,8,6,4,2,4
20140318,18.78214264,18.99892807,18.75714302,18.97857094,209647200,0,9,6,3,6,3,3
20140319,19.00928688,19.15142822,18.8928566,18.97357178,224756000,0,8,3,10,3,0,8
20140320,18.92464256,19.0239296,18.83392906,18.88214302,208398400,6,6,10,6,0,16,0
20140321,18.99749947,19.0625,18.79750061,19.03107071,374046400,9,10,10,4,14,7,12
20140324,19.22928619,19.3035717,19.10928535,19.25678635,355700800,9,9,8,6,8,6,6
20140325,19.3392868,19.4910717,19.27107048,19.46392822,282293200,0,12,0,12,9,0,9
