Date,Open,High,Low,Close,Volume,Ci1,Ci2,Ci3,Ci4,Ci5,Ci6,Ci7
20130611,22.01672554,22.0921936,21.90589142,21.91311455,70567517,0,0,0,12,0,12,0
20130612,22.05383682,22.06728554,21.66006279,21.71809578,88522565,6,6,8,6,8,9,9
20130613,21.6433754,21.90937805,21.55669975,21.8431263,83106340,12,4,12,4,8,8,8
20130614,21.92033768,22.03490829,21.77164459,21.79430962,90136592,0,8,0,4,4,3,5
20130617,21.89866829,22.15271568,21.87500763,22.07351303,86173794,0,0,6,10,0,10,6
20130618,22.13328934,22.44088554,22.12581635,22.43142128,87000883,0,12,21,0,21,12,0
20130619,22.45010185,22.68596649,22.35371208,22.43291664,117073180,6,10,0,10,6,0,0
20130620,22.26629066,22.44088554,22.00028801,22.03590393,135385563,5,3,4,4,0,8,0
20130621,22.12556839,22.16392326,21.74524307,21.94100952,159889066,4,4,4,6,12,3,3
20130624,21.71560478,21.82619095,21.50065994,21.66354942,121128323,2,2,6,4,2,4,0
20130625,21.84960175,21.90987587,21.53204346,21.57413483,102510801,0,6,3,4,3,4,4
20130626,21.76218033,21.86803246,21.68297768,21.75968933,73530581,0,8,10,0,12,6,0
20130627,21.88795853,22.03465843,21.83440971,21.84486961,77348840,12,18,0,21,21,0,12
20130628,21.79082298,21.96367455,21.77313995,21.92706108,94324230,18,0,12,20,12,8,18
20130701,22.07849312,22.21871948,22.04237938,22.11411095,69250599,0,0,22,12,8,18,8
20130702,22.17189407,22.19182014,21.84985161,21.97538185,75943592,0,9,6,3,8,4,0
20130703,21.91535568,22.14624023,21.88048744,22.0779953,42036977,0,6,4,4,0,5,5
20130705,22.16716194,22.30165863,22.10066032,22.25383759,68331166,7,12,7,0,8,8,8
20130708,22.39630318,22.57214355,22.34325218,22.54275322,79075287,12,12,0,6,6,6,6
20130709,22.68995285,22.73851967,22.36566734,22.54648972,79472771,0,0,0,0,0,0,0
20130710,22.50190735,22.69343948,22.42544365,22.56517029,68592140,6,6,6,6,0,12,12
20130711,22.73976517,22.93428612,22.62818336,22.92008972,103755449,12,12,12,0,12,12,12
20130712,22.91411209,22.98883247,22.79555702,22.98883247,103113050,7,7,0,4,4,6,0
20130715,23.02121162,23.11336517,22.823452,23.03092384,78713937,0,3,2,2,0,7,0
20130716,23.09169769,23.11261749,22.76218224,22.90439987,79617311,2,2,2,3,6,3,0
20130717,22.93901825,23.08497238,22.82195854,22.87799835,60469809,1,1,4,4,4,1,1
20130718,22.88895607,22.91411209,22.4954319,22.68198204,145924920,0,2,3,2,1,2,0
20130719,22.08247948,22.48945427,21.80850601,22.33129692,295475379,0,3,2,2,2,3,0
20130722,22.46579361,22.7315464,22.341259,22.68247986,116563276,0,9,5,3,8,6,3
20130723,22.68247986,22.73976517,22.40526962,22.51062584,82134711,6,6,3,6,5,4,0
20130724,22.59680176,22.67251778,22.43341446,22.48820877,83451629,0,6,4,4,0,5,5
20130725,22.26330185,22.33752251,22.06927872,22.10962868,120493954,4,6,4,0,4,8,0
20130726,22.09194374,22.16666412,21.9676609,22.05109787,71374530,4,4,6,4,6,4,4
20130729,22.03988838,22.28696251,21.94001389,21.97438431,75959652,0,8,4,0,4,6,4
20130730,22.05383682,22.30663872,21.93951416,22.18982697,70487217,14,11,0,10,9,10,4
20130731,22.24138451,22.32905579,22.07176971,22.11087227,87265872,0,0,4,0,4,0,0
20130801,22.29144669,22.5293045,22.29144669,22.52108574,85856610,4,9,4,16,0,13,8
20130802,22.50165749,22.59032631,22.43640327,22.57961655,68812965,4,3,7,0,6,4,0
20130805,22.55022621,22.55346489,22.39605331,22.54051208,52584363,4,4,3,4,3,6,0
20130806,22.53279114,22.65782356,22.30962753,22.33054924,60469809,0,2,1,2,3,2,0
20130807,22.29244232,22.37737465,22.14424706,22.18310165,55374783,1,1,4,4,4,1,1
20130808,22.3036499,22.31236839,22.04960251,22.23316574,59743096,0,3,6,3,2,2,2
20130809,22.18086052,22.30439758,22.16691208,22.17712593,53146462,0,8,0,4,4,3,5
20130812,22.08970261,22.0921936,21.95894241,22.05508232,55286453,0,0,4,4,0,8,0
20130813,22.08795929,22.12955284,21.82320023,21.94898033,57004870,6,6,6,6,12,6,6
20130814,21.87724876,21.92357445,21.59804535,21.66404724,83600184,2,2,6,4,2,4,0
20130815,21.53029823,21.54225349,21.36989975,21.41124535,75048249,0,4,4,3,3,3,3
20130816,21.4515934,21.48048592,21.33353615,21.34275246,67255147,0,12,6,0,6,6,6
20130819,21.36267662,21.7185936,21.35620117,21.56043625,72707508,18,18,0,12,12,12,0
20130820,21.62768364,21.72133255,21.50788307,21.55470848,49504863,20,0,8,15,15,0,18
20130821,21.68496895,21.84088516,21.58160782,21.65209389,70555472,0,0,18,18,0,18,18
20130822,21.73602867,21.78708649,21.67500687,21.76118469,34926424,0,18,18,0,12,12,12
20130823,21.86379814,21.86803246,21.66255379,21.67400932,43245489,7,7,0,4,4,6,0
20130826,21.66877937,21.79082298,21.57039833,21.57886696,42257801,0,3,2,2,0,7,0
20130827,21.41024971,21.5126152,21.11834335,21.17438316,69623993,2,2,2,3,6,3,0
20130828,21.17687416,21.30539131,21.11510468,21.13453293,53395392,1,1,4,4,4,1,1
20130829,21.14748383,21.42917824,21.13552856,21.30588913,59361671,0,6,8,3,4,4,3
20130830,21.3141098,21.37089729,21.06006241,21.09343719,74743109,0,8,0,4,4,0,0
20130903,21.27923965,21.57388687,21.26902771,21.42917824,82210996,10,4,12,12,0,10,12
20130904,21.42843056,21.75595284,21.29941559,21.70937729,81954037,4,12,14,0,12,15,9
20130905,21.75595284,21.91485786,21.70887947,21.90688705,51845604,9,8,0,9,12,6,8
20130906,21.97861862,22.01199341,21.76193047,21.90738678,62698130,0,0,4,4,2,6,0
20130909,22.01074791,22.16068649,21.9781208,22.11834526,49569103,6,5,6,6,9,5,5
20130910,22.1674118,22.2167263,22.01747322,22.13378716,51697050,0,2,3,2,1,2,0
20130911,22.13054848,22.34051132,22.06927872,22.32108498,64665477,0,4,4,3,3,3,3
20130912,22.35122108,22.36367416,22.16716194,22.24312782,43984248,0,6,3,0,3,6,0
20130913,22.27899361,22.30838394,22.03839493,22.14374924,53214717,3,3,3,3,4,4,0
20130916,22.32133484,22.341259,22.03914261,22.11112213,53660381,0,8,4,3,6,3,6
20130917,22.10240555,22.12681389,21.94275284,22.0700264,50564822,8,8,4,6,6,6,6
20130918,22.07600403,22.51485825,21.99431038,22.49866867,77678069,0,8,0,14,0,6,0
20130919,22.56517029,22.56517029,22.30140877,22.37587929,64155573,6,0,12,0,6,0,0
20130920,22.37587929,22.5188446,22.30688858,22.49343872,174463490,6,8,6,8,0,10,10
20130923,22.32008934,22.45558167,22.04736137,22.07974052,71362485,4,6,4,0,4,8,0
20130924,22.07974052,22.16940308,21.95271683,22.08820724,59694916,4,4,6,4,6,4,4
20130925,22.08098412,22.08098412,21.80825615,21.84885406,66207234,0,6,3,0,3,6,0
20130926,21.87550545,21.98633957,21.79331207,21.87226677,50584897,6,6,4,5,6,5,6
20130927,21.7888298,21.85607719,21.70140839,21.82793427,50540732,0,4,6,0,7,3,4
20130930,21.64586639,21.93876839,21.626688,21.8159771,69154239,4,11,0,11,4,6,6
20131001,21.92407227,22.10887909,21.91909218,22.0921936,67644602,0,0,12,0,6,6,0
20131002,21.98584175,22.15097237,21.86355019,22.11685181,60036190,0,14,4,9,9,0,12
20131003,22.11709976,22.26902962,21.72108459,21.82046127,84997401,5,3,4,4,0,8,0
20131004,21.79331207,21.85582924,21.66877937,21.72731018,54523605,4,4,4,6,12,3,3
20131007,21.60526848,21.76815796,21.52207947,21.56267738,51937949,3,3,8,6,3,4,3
20131008,21.55221748,21.56865501,21.21124458,21.26205444,78039419,0,5,0,3,2,4,0
20131009,21.3270607,21.48571587,20.99580383,21.3166008,106449509,0,4,6,3,3,7,3
20131010,21.51535416,21.6396389,21.42494392,21.62494469,90550137,8,20,8,8,20,8,0
20131011,21.56990051,21.75545502,21.55171967,21.71834373,56567236,18,8,8,18,15,0,15
20131014,21.58559227,21.82444763,21.5539608,21.82095909,49930453,8,0,20,18,0,15,15
20131015,21.81224251,22.05807114,21.76840782,21.96790886,63914673,0,18,18,0,12,12,12
20131016,22.06404877,22.37438583,22.01772118,22.36691284,80604999,18,13,0,9,9,9,4
20131017,22.24138451,22.33876991,22.06056213,22.13677597,170902191,0,0,0,0,0,0,0
20131018,24.32332993,25.29170036,24.25907135,25.19082832,464390148,4,4,4,4,0,16,0
20131021,25.19207382,25.37986946,24.89543533,24.98883629,145675990,3,3,3,0,9,0,0
20131022,25.03117752,25.2304306,24.80178642,25.08098984,88675135,6,6,6,6,0,8,8
20131023,24.93154907,25.77215004,24.92233467,25.68896103,106927293,7,12,7,0,8,8,8
20131024,25.70041847,25.91710663,25.52432823,25.5430088,83997668,7,7,0,4,4,6,0
20131025,25.62445259,25.62445259,25.17414093,25.28522491,81524432,0,3,2,2,0,7,0
20131028,25.28522491,25.49020576,25.23018074,25.28024292,46521724,8,8,8,4,12,4,12
20131029,25.38236046,25.82669449,25.24288368,25.80926132,64440637,9,9,8,6,8,6,6
20131030,25.83889961,25.84089279,25.55421638,25.66430473,53162522,0,6,0,6,0,0,0
20131031,25.62719345,25.94076729,25.50365639,25.66828918,65845885,8,6,8,6,0,10,10
20131101,25.69842529,25.80328369,25.53180122,25.58011818,51524405,6,6,6,0,6,12,0
20131104,25.69120216,25.71287155,25.45533752,25.55695534,45722740,6,6,4,5,6,5,6
20131105,25.41349411,25.69493866,25.34051895,25.44263458,47433127,0,3,4,0,4,3,0
20131106,25.5442543,25.57912254,25.28945923,25.47327042,36652871,6,8,4,8,4,8,6
20131107,25.46978378,25.50266075,25.09693146,25.1046524,67435822,0,3,4,0,4,3,0
20131108,25.12457657,25.36741638,25.11834908,25.30589676,51825529,6,5,6,5,4,6,6
20131111,25.1435051,25.30340767,25.1058979,25.17040443,44670812,0,6,3,0,3,6,0
20131112,25.09842491,25.34400368,25.03117752,25.20004463,48906630,6,6,4,5,6,5,6
20131113,25.07476425,25.72482681,25.06853676,25.71536255,63412799,10,8,10,4,12,6,4
20131114,25.75147629,25.89668274,25.66255951,25.7841053,46842923,8,10,4,12,6,4,10
20131115,25.77513885,25.85309601,25.66156387,25.74251175,51243355,0,3,2,2,0,7,0
20131118,25.7970562,26.12059402,25.6349144,25.69244766,70651832,2,2,2,3,6,3,0
20131119,25.69668388,25.77215004,25.4807415,25.53429031,45433661,1,1,2,3,2,1,0
20131120,25.65259743,25.73752975,25.41374207,25.46231079,38692487,0,1,2,3,2,1,1
20131121,25.57912254,25.86081696,25.55421638,25.75521278,43835693,0,14,8,6,8,8,0
20131122,25.73902321,25.8075161,25.63441658,25.70091629,50356042,7,8,3,6,6,0,0
20131125,25.8321743,26.23142815,25.77887344,26.05060577,64761837,12,4,9,14,0,11,8
20131126,26.11710739,26.43840218,25.97613525,26.36144066,91794785,4,4,16,0,13,8,9
20131127,26.45160294,26.60029602,26.40104294,26.47850227,45112461,3,7,0,7,3,6,0
20131129,26.45484161,26.56592369,26.38734436,26.39083099,47890836,0,3,2,2,2,5,0
20131202,26.48846436,26.55920029,26.17090416,26.26355743,55133884,2,2,2,4,4,2,0
20131203,26.17563629,26.48672104,26.12756729,26.23317146,67295297,0,2,4,4,2,2,2
20131204,26.1860981,26.50017166,26.15197563,26.35571289,47842656,0,9,6,3,6,3,3
20131205,26.33130455,26.39257431,26.17912483,26.33479118,45517975,0,8,3,10,3,0,8
20131206,26.64487839,26.65010834,26.40303421,26.64687157,57366220,12,8,18,8,0,22,0
20131209,26.67476654,26.95671082,26.60079384,26.85284805,59526286,4,4,4,0,16,0,4
20131210,26.8032856,27.20577621,26.79083061,27.01523972,74433955,4,4,8,12,8,4,16
20131211,27.08348465,27.18111801,26.77887535,26.83167839,68728650,3,6,6,6,3,12,0
20131212,26.88846588,26.97240067,26.62520218,26.6491127,64099363,4,2,4,6,8,2,2
20131213,26.78460503,26.80677223,26.34848976,26.42071915,86820208,0,2,3,2,1,2,0
20131216,26.50066948,26.76692009,26.45110512,26.7243309,64320188,0,8,3,4,3,5,3
20131217,26.72034645,26.91810417,26.60976028,26.6466217,61658247,0,3,2,0,5,0,0
20131218,26.69618607,27.02246284,26.37713242,27.01748276,88743390,6,6,4,11,0,11,4
20131219,26.91835213,27.1978054,26.87626076,27.05409431,66877738,4,3,7,0,6,4,0
20131220,27.10589981,27.42644882,27.09842873,27.41275024,130953011,6,8,4,8,4,8,6
20131223,27.59257507,27.79083252,27.52482986,27.77339745,69122119,0,8,8,0,10,3,3
20131224,27.77016068,27.77688408,27.59905243,27.69220352,29478078,6,9,0,8,3,4,0
20131226,27.74625015,27.8705349,27.61374664,27.83217812,53712576,0,6,4,4,0,7,7
20131227,27.89544106,27.90241432,27.71960068,27.85559082,63023345,6,6,6,0,6,12,0
20131230,27.90390968,27.90789413,27.62196541,27.63292503,49629328,3,3,3,3,4,4,0
20131231,27.7021656,27.92034721,27.55322456,27.91312408,54519590,0,8,4,3,6,3,6
20140102,27.7823658,27.83940125,27.60303688,27.72408295,73129082,5,5,3,4,3,6,0
20140103,27.77090836,27.81897736,27.52009773,27.52184105,66917888,0,4,2,3,0,5,0
20140106,27.72134399,27.86704636,27.55770683,27.82869148,71037271,5,8,5,4,8,4,8
20140107,28.01997375,28.38585281,27.92433357,28.36517906,102486711,16,10,8,9,12,9,4
20140108,28.54301453,28.57589149,28.22644997,28.42420959,90036218,0,6,0,6,0,0,0
20140109,28.47925377,28.49868011,28.0339222,28.15048409,83692529,6,3,6,3,0,10,0
20140110,28.37066078,28.37066078,27.95148087,28.14899063,86061375,4,4,4,6,12,3,3
20140113,28.05658722,28.56567955,27.82495499,27.96966362,97118665,2,2,6,4,2,4,0
20140114,28.34251595,28.66754723,28.09693527,28.62769508,99676216,0,8,3,4,3,5,3
20140115,28.71711159,28.76717377,28.48797035,28.60826874,78300393,0,3,2,0,5,0,0
20140116,28.620224,28.84015083,28.59282684,28.79755974,67608467,6,8,9,8,0,9,12
20140117,28.8132515,28.90739822,28.4981823,28.65584183,108457005,4,6,4,0,4,8,0
20140121,28.91486931,28.99133301,28.67501831,28.98386192,79492846,6,6,4,5,6,5,6
20140122,29.05633926,29.0882206,28.86331367,29.01673889,63091600,0,3,4,0,4,3,0
20140123,28.89170647,28.95372391,28.75148201,28.89419746,78256228,4,4,3,4,3,6,0
20140124,28.66779518,28.73105812,27.97016144,27.99083328,156283602,0,2,1,2,3,2,0
20140127,28.04737282,28.0573349,26.95571327,27.42794228,174796734,1,1,4,4,4,1,1
20140128,27.65434456,28.03865433,27.64488029,27.97040939,88739375,0,3,6,3,2,2,2
20140129,27.87352371,27.93902779,27.38286209,27.56966209,95552818,0,7,0,2,2,3,0
20140130,28.51810646,28.70465851,28.07601357,28.27875328,204419353,0,4,3,8,0,9,6
20140131,29.17439651,29.55272865,28.6707859,29.41399956,223486554,8,8,20,0,20,8,8
20140203,29.3699131,29.43267822,28.19457054,28.2299366,183449044,6,9,0,8,3,4,0
20140204,28.34351158,28.76717377,28.31910324,28.3477459,112897588,0,6,4,4,0,7,7
20140205,28.47775841,28.66181755,28.09519196,28.47327423,96139007,12,12,12,0,12,12,12
20140206,28.6707859,28.89569283,28.58161926,28.89071083,78155853,12,12,0,6,6,6,6
20140207,29.08174324,29.33753586,28.90565491,29.32607841,105843245,0,0,0,0,0,0,0
20140210,29.1856041,29.44961548,29.11636543,29.21375084,78099643,0,0,0,0,0,0,0
20140211,29.39407349,29.68548203,29.19581795,29.64338875,82339476,6,6,6,6,0,12,12
20140212,29.61399841,29.63890648,29.4242115,29.55646515,69238554,6,6,6,0,6,12,0
20140213,29.40851974,29.88548279,29.38137054,29.88548279,73731331,4,4,6,4,6,4,4
20140214,29.77863121,29.99731255,29.70864487,29.95771027,87795852,0,6,3,0,3,6,0
20140218,29.92309189,30.20852089,29.88797379,30.15895653,84672187,6,6,4,5,6,5,6
20140219,30.01997757,30.11761284,29.82570648,29.94625473,84459392,0,3,4,0,4,3,0
20140220,29.96617889,30.05957985,29.89345169,29.99033928,68287001,6,5,6,5,4,6,6
20140221,30.08249283,30.13380051,29.95870781,29.98236847,74771214,0,8,4,0,4,6,4
20140224,30.02147293,30.39009094,30.01499557,30.19955444,67223027,10,10,0,8,6,8,6
20140225,30.28498459,30.4981842,30.14749908,30.38610458,57763704,0,0,6,0,12,0,6
20140226,30.48573112,30.60727692,30.2306881,30.39034081,79585191,0,6,0,14,0,8,0
20140227,30.34600639,30.4914608,30.31163406,30.36642838,50588912,4,3,5,3,3,8,0
20140228,30.39457321,30.49046326,30.04289246,30.27776146,92890878,2,2,2,4,4,2,0
20140303,30.05609131,30.08324051,29.69220543,29.95497131,84507572,0,1,1,2,1,1,0
20140304,30.26157188,30.28647995,30.12458611,30.25933075,58928052,0,2,4,4,2,2,2
20140305,30.26281738,30.46281815,30.17215729,30.34276772,49597208,0,12,3,6,6,6,3
20140306,30.44289207,30.53928185,30.35123634,30.37639236,50914126,14,4,8,11,15,4,12
20140307,30.55547142,30.56020355,30.17290497,30.25634193,60831159,3,0,9,9,3,12,0
20140310,30.2787571,30.32732582,29.98984146,30.17614174,48766105,6,5,6,6,9,5,5
20140311,30.23093605,30.24463654,29.80428505,29.88772392,68776830,0,2,3,2,1,2,0
20140312,29.79830933,30.08349037,29.49419975,30.06979179,78866507,0,8,3,4,3,5,3
20140313,30.08597946,30.14949226,29.50839424,29.61549377,94175675,0,3,2,0,5,0,0
20140314,29.43940353,29.66057587,29.20378685,29.21051216,92099924,6,6,6,6,0,8,8
20140317,29.37116051,29.81499672,29.34276581,29.69120979,86808163,7,12,7,0,8,8,8
20140318,29.75522041,30.1751461,29.71512032,30.16842079,72872123,16,11,0,9,12,9,9
20140319,30.18187141,30.18660355,29.74874306,29.86929321,64757822,0,0,0,6,0,6,0
20140320,29.88672638,30.12732506,29.77240562,29.81723785,67640587,6,6,8,6,8,9,9
20140321,30.04513359,30.12782478,29.45086098,29.46555519,128821050,6,3,6,3,4,8,0
20140324,29.49419975,29.51188278,28.54176712,28.84015083,121939352,0,3,2,2,2,3,0
