Open,High,Low,Close,Adj Close,Volume,Date,CI1,CI2,CI3,CI4,CI5,CI6,CI7,MA7,MA21,MACD,20SD,upper_band,lower_band,EMA,logmomentum,absolute of 3 comp,angle of 3 comp,absolute of 6 comp,angle of 6 comp,absolute of 9 comp,angle of 9 comp
7.049285889,7.244999886,7.031785965,7.214285851,6.140209675,665126000,2010-02-25,,4.0,3.0,,10.0,,3.0,6.111072880857143,6.038496517047619,-1.129635731307026,0.1091616572742188,6.256819831596057,5.8201732024991815,6.118860917091664,1.6370938714366263,28.032543657187794,-0.1396064272231859,25.86028389615664,-0.0595054319518022,23.194086052677623,-0.0291051755217426
7.227857113,7.327499866,7.214285851,7.307857037,6.219852448,507460800,2010-02-26,4.0,4.0,,16.0,,4.0,4.0,6.1200619425714295,6.033777804666666,-1.135951907817681,0.1174636228710162,6.268705050408699,5.7988505589246335,6.186188604363887,1.6524691348283709,27.93499176803829,-0.1398953647997403,25.64949789842589,-0.0594841442046534,22.862239787930115,-0.0289049347170944
7.348214149,7.482142925,7.337500095,7.463929176,6.352688313,550093600,2010-03-01,4.0,,16.0,,4.0,4.0,4.0,6.146377427428571,6.047818433761905,-1.1536876912392744,0.1284630570339453,6.304744547829795,5.790892319694015,6.297188410121295,1.6775989231141044,27.837405200496164,-0.140176676047905,25.43906158272722,-0.0594449625147629,22.531977083333825,-0.0286783966991999
7.497499943,7.529643059,7.419285774,7.458929062,6.34843111,566546400,2010-03-02,,10.0,,3.0,3.0,4.0,,6.177556174285715,6.07212164295238,-1.174955090925704,0.1393916521323135,6.350904947217007,5.793338338687754,6.331350210040431,1.6768032674342992,27.73978736641776,-0.1404502779718952,25.228997202721917,-0.0593875377730662,22.203371087277727,-0.028424756778742
7.462142944,7.495357037,7.426428795,7.476070881,6.363022327,372052800,2010-03-03,,6.0,4.0,4.0,,7.0,7.0,6.216247422428571,6.093254816,-1.1852537544383344,0.1495778169434682,6.3924104498869365,5.794099182113063,6.352464954680144,1.679527683147073,27.642141682738185,-0.1407160868982791,25.01932695327761,-0.0593115158271635,21.87649429839557,-0.0281431898097169
7.474286079,7.532856941,7.451070786,7.52535677,6.404969215,366041200,2010-03-04,12.0,12.0,12.0,,12.0,12.0,12.0,6.275521687142857,6.114749931190477,-1.1951718818183013,0.1638216048037345,6.442393140797947,5.787106721583008,6.387467794893382,1.6873187554227775,27.54447157139156,-0.1409740184725979,24.810072967081,-0.0592165374521131,21.551418540050275,-0.0278328499227654
7.676428795,7.846428871,7.665357113,7.819643021,6.655442238,899620400,2010-03-05,12.0,12.0,,6.0,6.0,6.0,6.0,6.354945046571428,6.1432942436190485,-1.2307189571885004,0.1901945061383659,6.52368325589578,5.762905231342317,6.566117423631127,1.7326183095165772,27.44678045923145,-0.1412239876560924,24.601257311262327,-0.0591022383251343,21.228214935116828,-0.0274928702924847
7.857500076,7.860356808,7.794642925,7.824285984,6.659393787,429889600,2010-03-08,,,,,,,,6.429114205428571,6.182419618000001,-1.2599431034728097,0.213393192003446,6.609206002006893,5.755633233993109,6.628301665877042,1.733316781708648,27.34907177795173,-0.1414659087225334,24.39290198403186,-0.058968249004551,20.90695388107091,-0.0271223629438022
7.796785831,8.035714149,7.781785965,7.965000153,6.779159069,920259200,2010-03-09,6.0,6.0,6.0,6.0,,12.0,12.0,6.509015151285714,6.222312268761905,-1.2998028254831446,0.2386540897454747,6.699620448252854,5.745004089270956,6.728873267959014,1.754258182307232,27.251348964007587,-0.1416996952551657,24.1850289113284,-0.0588141949133043,20.587705025389116,-0.0267204186030274
7.993928909,8.052857399,7.971428871,8.029999733,6.834480286,596218000,2010-03-10,6.0,6.0,6.0,,6.0,12.0,,6.577842576,6.266778900523811,-1.3288720571638877,0.2639824287564409,6.7947437580366925,5.738814043010929,6.799277946653004,1.7637851933912327,27.15361545853684,-0.1419252601437778,23.97765994347978,-0.058639696327409,20.270537241266396,-0.0262861065997252
7.996786118,8.053570747,7.975714207,8.053570747,6.854542732,405700400,2010-03-11,3.0,3.0,3.0,3.0,4.0,4.0,,6.650144236285714,6.309204578380952,-1.348935942105309,0.2796787184433754,6.868562015267703,5.749847141494201,6.836121136884334,1.767217895280773,27.05587470728156,-0.1421425155818894,23.77081685187565,-0.0584443683697136,19.95551860365573,-0.0258184748261305
8.12035656,8.133213997,8.0625,8.092857361,6.887979031,416323600,2010-03-12,,4.0,2.0,4.0,6.0,2.0,2.0,6.725138051142857,6.3547712280476185,-1.3726122516666237,0.2973572477270685,6.949485723501756,5.7600567325934815,6.870693066294778,1.7729128201090925,26.95813016050988,-0.1423513730640744,23.56452132565221,-0.0582278210093779,19.642716365634072,-0.0253165497614408
8.049285889,8.053570747,7.866071224,7.99428606,6.804085255,493502800,2010-03-15,2.0,2.0,6.0,4.0,2.0,4.0,,6.782154628285714,6.391204379857142,-1.3838986333282826,0.3047302754854744,7.000664930828091,5.781743828886194,6.826287858764926,1.75856202392164,26.86038527293832,-0.1425517433834205,23.358794968389063,-0.0579896590674803,19.3321969350981,-0.0247793365690103
8.006428719,8.034999847,7.946785927,8.01607132,6.822624683,446908000,2010-03-16,,4.0,4.0,3.0,3.0,3.0,3.0,6.806037834714286,6.426045190714286,-1.3869241932280572,0.3134986383496461,7.0530424674135785,5.799047914014994,6.8238457415883085,1.7617511365445064,26.76264350365378,-0.1427435366291291,23.153659294817576,-0.0577294822291944,19.02402585179166,-0.0242058192751539
8.032142639,8.087499619,7.973928928,8.004285812,6.812593937,450956800,2010-03-17,,8.0,4.0,,4.0,6.0,4.0,6.827923570428572,6.456036885571429,-1.3961429232975568,0.3168012254630272,7.089639336497483,5.822434434645374,6.816344538529436,1.7600269319871849,26.66490831603649,-0.1429266621842699,22.949135727541396,-0.0574468850630131,18.718267764667573,-0.0235949610390463
8.003570557,8.035714149,7.95035696,8.02321434,6.828703403,342109600,2010-03-18,8.0,8.0,,6.0,6.0,6.0,6.0,6.835001332428571,6.488026142095238,-1.3927823466868627,0.3180157295361631,7.124057601167564,5.851994683022912,6.824583781509812,1.7627945747700298,26.5671831776827,-0.1431010287236886,22.74524559376803,-0.0571414570474962,18.41498640958345,-0.0229457045240204
8.028214455,8.044285774,7.901071072,7.9375,6.75575161,559445600,2010-03-19,,,5.0,,2.0,3.0,,6.823754378714286,6.515991460714286,-1.3948987325254247,0.309975563814245,7.135942588342776,5.896040333085796,6.778695667169937,1.7501996348625832,26.469471560327666,-0.1432665442120769,22.542010122051604,-0.0568127826060562,18.114244587331825,-0.0222569723813659
7.873929024,8.071429253,7.862500191,8.026785851,6.831744671,456419600,2010-03-22,4.0,8.0,9.0,8.0,4.0,9.0,12.0,6.820497512857143,6.549399307809525,-1.3937443771829183,0.2982244367794045,7.145848181368334,5.952950434250716,6.814061669723312,1.763316213055225,26.37177693976903,-0.1434231159022207,22.33945043904653,-0.0564604411503356,17.816104142003105,-0.0215276678587181
8.058570862,8.170714378,8.003570557,8.155714035,6.941478729,602431200,2010-03-23,10.0,12.0,10.0,4.0,12.0,12.0,,6.828140326857144,6.58984193347619,-1.3980345897508428,0.2754814590840171,7.140804851644225,6.038879015308156,6.899006375907771,1.7819580466691631,26.274102795790235,-0.1435706503334129,22.13758756627139,-0.0560840071327226,17.52062593967866,-0.0207566755459898
8.130000114,8.221428871,8.125356674,8.191785812,6.972179413,597780400,2010-03-24,12.0,10.0,4.0,12.0,12.0,,10.0,6.852153778000001,6.636610031142858,-1.4049454447832057,0.2572334856649559,7.15107700247277,6.122143059812946,6.9477884006359245,1.7871119215900482,26.17645261208412,-0.143709053330062,21.936442416882727,-0.0556830501086105,17.227869847450545,-0.0199428622728567
8.247142792,8.248929024,8.080356598,8.094642639,6.889498234,542284400,2010-03-25,5.0,3.0,4.0,4.0,,8.0,,6.861707142428572,6.674230007904762,-1.419059174126426,0.2301524763088168,7.134534960522395,6.213925055287128,6.908928289545308,1.773170804560982,26.07882987617675,-0.1438382300004925,21.736035792458217,-0.0552571348090224,16.937894712763043,-0.0190850781728043
8.176786423,8.283928871,8.162500381,8.246429443,7.018687725,640875200,2010-03-26,4.0,4.0,4.0,6.0,12.0,3.0,3.0,6.891149112142857,6.716062296,-1.4250707967638585,0.2107703812392518,7.137603058478503,6.294521533521496,6.982101246515103,1.7948692496779557,25.98123807935145,-0.1439580847359385,21.53638837978841,-0.0548058212242428,16.650758343069658,-0.0181821579298408
8.321429253,8.352499962,8.272143364,8.299642563,7.063976765,540744400,2010-03-29,3.0,3.0,8.0,6.0,3.0,4.0,3.0,6.924759592428572,6.756258692047619,-1.4350916761949462,0.2016342896124449,7.159527271272509,6.352990112822729,7.0366849255050345,1.8023658167034424,25.88368071657281,-0.1440685212097542,21.33752074767664,-0.0543286646991443,16.36651748579816,-0.0172329222250782
8.449999809,8.4814291,8.366070747,8.423213959,7.169154644,527310000,2010-03-30,,12.0,,7.0,6.0,6.0,3.0,6.9838171687142845,6.795138041142857,-1.453188259294353,0.1932859555886608,7.181709952320179,6.408566129965535,7.124998071168345,1.8195618178335529,25.786161286410977,-0.1441694423768381,21.13945334374605,-0.0538252160409187,16.085227808614846,-0.0162361794015179
8.410357475,8.450357437,8.373571396,8.392856598,7.143316746,430659600,2010-03-31,6.0,,7.0,3.0,4.0,4.0,,7.0283274651428576,6.832989738095238,-1.4629174400559837,0.1745723964568946,7.182134531009027,6.483844945181448,7.137210521056115,1.8153647829557176,25.688683290965947,-0.1442607504732842,20.94220649125316,-0.0532950216399489,15.80694387997755,-0.0151907273665411
8.478928566,8.526070595,8.3125,8.427499771,7.172799587,603145200,2010-04-01,6.0,6.0,6.0,6.0,4.0,8.0,8.0,7.061373302,6.87155056,-1.4781940386264525,0.1531666406743988,7.177883841348798,6.565217278651202,7.160936565018705,1.8201524768228423,25.59125023579204,-0.1443423470162661,20.745800385906715,-0.052737623604601,15.531719149965795,-0.0140953557527457
8.39214325,8.518214226,8.384642601,8.517499924,7.249401093,684507600,2010-04-05,,12.0,6.0,,6.0,6.0,6.0,7.100976399142858,6.911761601809523,-1.4817810561386544,0.161645522953803,7.235052647717129,6.588470555901917,7.219912917006236,1.83248563403679,25.493865629822405,-0.1444141328041681,20.550255092691337,-0.0521525599107394,15.259605931374834,-0.0129488483589452
8.507143021,8.579999924,8.464285851,8.555000305,7.281318665,447017200,2010-04-06,8.0,8.0,,6.0,6.0,6.0,6.0,7.156950746428571,6.941565241190476,-1.4892740533000914,0.1676554218645475,7.2768760849195715,6.606254397461381,7.260850082335412,1.837579936940892,25.39653298529356,-0.1444760079169622,20.355590542694323,-0.0515393645668019,14.990655381058536,-0.0117499858942458
8.555356979,8.640000343,8.523571014,8.592857361,7.313538551,628502000,2010-04-07,,,8.0,8.0,,8.0,8.0,7.199072293,6.972714991857143,-1.4997873190785578,0.1801593026776178,7.333033597212379,6.612396386501907,7.295975728111803,1.842696303999758,25.29925581766985,-0.144527871716861,20.16182652993474,-0.0508975677953175,14.724917481505283,-0.0104975490492491
8.587142944,8.626428604,8.501428604,8.569643021,7.293780327,572989200,2010-04-08,,10.0,10.0,,8.0,12.0,,7.231901373285714,6.99722076604762,-1.505435688627049,0.1893515773839313,7.375923920815482,6.618517611279757,7.294512127370601,1.839561896062997,25.2020376455683,-0.1445696228492296,19.968982708193582,-0.0502266962317514,14.462441022628989,-0.0091903219193909
8.62250042,8.638929367,8.587857246,8.635356903,7.349711418,334182800,2010-04-09,4.0,4.0,6.0,4.0,6.0,4.0,4.0,7.257695198142857,7.021755581857143,-1.5056309844006457,0.2006307180219202,7.423017017900984,6.620494145813302,7.331311654456868,1.8484093658876484,25.10488199068296,-0.1446011592437844,19.777078587843512,-0.0495262731416391,14.203273583755667,-0.0078270958064194
8.649999619,8.681071281,8.636071205,8.653214455,7.364910126,333026400,2010-04-12,,6.0,3.0,,3.0,6.0,,7.289351395285714,7.046058791095239,-1.5086627934152528,0.2109267553897321,7.467912301874703,6.624205280315774,7.353710635485623,1.8508001118782595,25.007792377709507,-0.1446223781160938,19.58613353267667,-0.0487958186569766,13.94746151578585,-0.0064066734247828
