Open,High,Low,Close,Adj Close,Volume,Date,CI1,CI2,CI3,CI4,CI5,CI6,CI7
24.83250046,24.86000061,24.5625,24.59499931,21.9009304,172572000,7/29/2014,7,7,0,4,4,6,0
24.61000061,24.67499924,24.41749954,24.53750038,21.84973335,132040000,7/30/2014,0,6,4,4,0,7,7
24.29000092,24.36249924,23.83250046,23.89999962,21.28205299,227372000,7/31/2014,6,6,6,0,6,12,0
23.72500038,24.15500069,23.70249939,24.03249931,21.40004539,194044000,8/1/2014,4,4,6,4,6,4,4
24.09250069,24.14500046,23.79249954,23.89749908,21.27983284,159832000,8/4/2014,0,8,4,0,4,6,4
23.84000015,23.92000008,23.59000015,23.78000069,21.17520714,223732000,8/5/2014,8,8,0,6,6,6,6
23.6875,23.87000084,23.67749977,23.73999977,21.13958168,154232000,8/6/2014,0,0,9,0,3,3,3
23.73250008,23.98749924,23.52499962,23.62000084,21.13734818,186844000,8/7/2014,0,11,4,6,6,4,11
23.56500053,23.70499992,23.31999969,23.68499947,21.19551849,167460000,8/8/2014,0,4,3,3,0,10,0
23.81749916,24.02000046,23.70999908,23.99749947,21.47517014,146340000,8/11/2014,8,8,8,0,24,0,0
24.01000023,24.21999931,23.90250015,23.99250031,21.4706955,135180000,8/12/2014,6,6,0,12,0,0,0
24.03750038,24.30999947,24.01000023,24.30999947,21.75482368,127664000,8/13/2014,9,4,14,12,0,12,15
24.33250046,24.39249992,24.20000076,24.375,21.8129921,112464000,8/14/2014,3,8,8,0,7,12,0
24.47500038,24.54750061,24.21500015,24.49500084,21.92038536,195804000,8/15/2014,4,4,6,4,6,4,4
24.62249947,24.84250069,24.49500084,24.79000092,22.18437386,190288000,8/18/2014,0,12,7,0,8,8,3
24.85250092,25.17000008,24.82999992,25.13249969,22.49087334,277596000,8/19/2014,18,14,0,12,12,4,4
25.11000061,25.27249908,24.98749924,25.14249992,22.49982452,210796000,8/20/2014,0,0,0,0,0,0,0
25.14249992,25.23500061,25.02750015,25.14500046,22.50205612,133912000,8/21/2014,3,3,3,3,0,12,0
25.07250023,25.36750031,25.04750061,25.32999992,22.66761208,176736000,8/22/2014,8,8,8,4,12,4,12
25.44750023,25.54249954,25.31999969,25.38500023,22.71683311,161080000,8/25/2014,5,5,3,4,3,6,0
25.35499954,25.375,25.21500015,25.22249985,22.57140923,132608000,8/26/2014,0,4,2,3,0,5,0
25.25499916,25.64249992,25.17499924,25.53249931,22.84883118,209476000,8/27/2014,8,10,7,4,10,6,9
25.39749908,25.69499969,25.38999939,25.5625,22.8756752,273840000,8/28/2014,5,5,3,4,3,6,0
25.71500015,25.72500038,25.54999924,25.625,22.93161011,178380000,8/29/2014,0,6,4,4,0,5,5
25.76499939,25.93499947,25.68000031,25.82500076,23.11058807,214256000,9/2/2014,10,12,10,0,12,12,4
25.77499962,25.79999924,24.64500046,24.73500061,22.13515472,501684000,9/3/2014,8,8,0,6,6,4,0
24.71249962,25.02249908,24.44750023,24.53000069,21.95170212,342872000,9/4/2014,0,6,4,4,0,7,7
24.70000076,24.84749985,24.57749939,24.74250031,22.14186668,233828000,9/5/2014,12,12,12,0,12,12,12
24.82500076,24.82749939,24.51250076,24.59000015,22.0053997,185426800,9/8/2014,8,8,0,6,6,6,6
24.77000046,25.77000046,24.03499985,24.49749947,21.92261696,759385200,9/9/2014,0,0,8,8,0,8,8
24.50250053,25.27750015,24.44000053,25.25,22.59602356,403478400,9/10/2014,0,18,20,0,15,15,8
25.10250092,25.36000061,24.90500069,25.35750008,22.6922226,249412400,9/11/2014,12,9,4,10,10,4,9
25.30249977,25.54750061,25.27000046,25.41500092,22.74368477,250504400,9/12/2014,0,3,2,2,0,7,0
25.70249939,25.76250076,25.36000061,25.40749931,22.73696709,245266000,9/15/2014,2,2,2,3,6,3,0
24.95000076,25.31500053,24.72249985,25.21500015,22.56470299,267632400,9/16/2014,1,1,2,3,2,1,0
25.31749916,25.45000076,25.14749908,25.39500046,22.72577858,243706000,9/17/2014,0,2,4,4,2,2,2
25.48250008,25.58749962,25.38999939,25.44750023,22.77276421,149197600,9/18/2014,0,8,3,3,5,3,4
25.57250023,25.58749962,25.125,25.23999977,22.58707428,283609600,9/19/2014,0,3,0,6,0,3,0
25.45000076,25.53499985,25.14500046,25.26499939,22.60944176,211153600,9/22/2014,6,6,6,6,4,8,8
25.14999962,25.73500061,25.13500023,25.65999985,22.96292686,253608800,9/23/2014,12,8,12,4,12,12,4
25.54000092,25.71249962,25.29999924,25.4375,22.76381683,240687200,9/24/2014,0,8,0,4,4,0,0
25.12750053,25.17749977,24.43000031,24.46750069,21.89577103,400368000,9/25/2014,5,3,4,4,0,8,0
24.63249969,25.1875,24.60000038,25.1875,22.54008865,249482000,9/26/2014,8,8,8,4,12,4,12
24.66250038,25.11000061,24.65749931,25.02750015,22.39691353,199065200,9/29/2014,5,5,3,4,3,6,0
25.20249939,25.38500023,25.13249969,25.1875,22.54008865,221056400,9/30/2014,0,6,3,7,0,7,3
25.14749908,25.17250061,24.67499924,24.79500008,22.1888485,205965200,10/1/2014,4,3,7,0,6,4,0
24.81749916,25.05500031,24.51000023,24.97500038,22.34993172,191031200,10/2/2014,6,5,6,5,4,6,6
24.86000061,25.05249977,24.76000023,24.90500069,22.28728294,173878400,10/3/2014,0,8,4,0,4,6,4
24.98749924,25.16250038,24.85499954,24.90500069,22.28728294,148204800,10/6/2014,8,8,0,6,6,6,6
24.85750008,25.03000069,24.68250084,24.6875,22.09264755,168376800,10/7/2014,0,0,5,0,2,3,0
24.69000053,25.27750015,24.57749939,25.20000076,22.55127525,229618800,10/8/2014,4,11,4,6,4,11,4
25.38500023,25.59499931,25.15250015,25.25499916,22.60050011,309506000,10/9/2014,0,3,2,0,5,0,0
25.17250061,25.50749969,25.07500076,25.18250084,22.53561211,265326400,10/10/2014,4,4,3,5,0,8,0
25.33250046,25.44499969,24.95249939,24.95249939,22.32979012,214333600,10/13/2014,2,2,2,3,4,3,0
25.09749985,25.12999916,24.64249992,24.6875,22.09264755,254754400,10/14/2014,1,1,2,3,2,1,0
24.49250031,24.78750038,23.79500008,24.38500023,21.82193947,403734400,10/15/2014,0,1,1,2,1,1,0
23.88750076,24.43000031,23.85250092,24.06500053,21.53557968,288618000,10/16/2014,0,1,1,2,1,1,0
24.375,24.75,24.20249939,24.41749954,21.85102463,272718800,10/17/2014,0,10,6,6,8,6,0
24.57999992,24.98999977,24.55500031,24.94000053,22.31861115,310069200,10/20/2014,16,15,12,15,16,0,0
25.75499916,25.75499916,25.31749916,25.61750031,22.92489433,378495600,10/21/2014,21,12,12,21,0,0,0
25.70999908,26.02750015,25.64999962,25.74749947,23.04123116,273052400,10/22/2014,9,0,9,0,0,0,0
26.02000046,26.26250076,25.90749931,26.20750046,23.45288086,284298800,10/23/2014,6,6,6,6,0,12,12
26.29500008,26.37249947,26.13249969,26.30500031,23.54013062,188215600,10/24/2014,6,6,6,0,6,12,0
26.21249962,26.37000084,26.17499924,26.27750015,23.51552582,136750800,10/27/2014,3,3,3,3,4,4,0
26.35000038,26.68499947,26.33749962,26.68499947,23.8801899,192243600,10/28/2014,0,8,4,3,6,3,6
26.66250038,26.84250069,26.59000015,26.83499908,24.01442337,210751600,10/29/2014,5,5,3,4,3,6,0
26.73999977,26.83749962,26.47500038,26.74500084,23.93388557,162619200,10/30/2014,0,4,2,3,0,5,0
27.00250053,27.01000023,26.80249977,27,24.16207695,178557200,10/31/2014,3,4,3,6,8,3,3
27.05500031,27.57500076,27.00250053,27.35000038,24.47529602,209130400,11/3/2014,6,6,12,6,6,6,6
27.34000015,27.37249947,26.93000031,27.14999962,24.29631615,166297600,11/4/2014,0,8,0,4,4,0,0
27.27499962,27.32500076,27.03249931,27.21500015,24.35448647,149743600,11/5/2014,6,6,6,6,0,8,8
27.14999962,27.19750023,26.95000076,27.17499924,24.42414093,139874000,11/6/2014,8,8,8,0,7,12,7
27.1875,27.32999992,27.13750076,27.25250053,24.49379349,134766000,11/7/2014,8,8,0,6,6,6,6
27.25499916,27.33250046,27.16749954,27.20750046,24.45335007,108782000,11/10/2014,0,0,5,0,2,3,0
27.17499924,27.4375,27.10000038,27.42499924,24.64883232,109769200,11/11/2014,4,11,4,6,4,11,4
27.34499931,27.85750008,27.34250069,27.8125,24.99710655,187769600,11/12/2014,13,8,9,4,16,4,0
27.95000076,28.36249924,27.89999962,28.20499992,25.34987068,238091600,11/13/2014,12,12,0,24,0,0,0
28.28750038,28.54750061,27.80249977,28.54500008,25.65546036,176254400,11/14/2014,16,0,16,12,12,0,24
28.56749916,29.31999969,28.32500076,28.49749947,25.61276817,186986800,11/17/2014,0,0,9,9,0,18,0
28.48500061,28.92250061,28.47249985,28.86750031,25.9453125,176896000,11/18/2014,6,6,6,6,12,6,6
28.86000061,28.93499947,28.45000076,28.66749954,25.76555824,167476800,11/19/2014,2,2,6,4,2,4,0
28.72750092,29.21500015,28.71249962,29.07749939,26.13405228,173582000,11/20/2014,0,4,4,3,3,3,3
29.37750053,29.39249992,29.00749969,29.11750031,26.1700058,228717200,11/21/2014,0,6,3,0,3,6,0
29.21249962,29.69249916,29.15500069,29.65749931,26.6553421,189803200,11/24/2014,10,7,4,7,9,7,6
29.76749992,29.9375,29.36249924,29.39999962,26.42390823,275361600,11/25/2014,0,3,4,0,4,3,0
29.48500061,29.77499962,29.45750046,29.75,26.73848152,163073200,11/26/2014,6,5,6,5,4,6,6
29.81749916,29.85000038,29.51250076,29.73250008,26.72274971,99257600,11/28/2014,0,6,3,0,3,6,0
29.70249939,29.8125,27.81749916,28.76749992,25.85543823,335256000,12/1/2014,3,3,3,3,4,4,0
28.375,28.9375,28.1875,28.65749931,25.75657082,237395600,12/2/2014,0,4,2,4,6,2,2
28.9375,29.08749962,28.77750015,28.98250008,26.04867363,172253600,12/3/2014,3,3,12,6,4,4,4
28.94249916,29.29999924,28.82250023,28.87249947,25.94981003,168178000,12/4/2014,0,8,0,4,4,3,5
28.99749947,29.02000046,28.65999985,28.75,25.83970642,153275600,12/5/2014,0,0,6,6,3,8,7
28.52499962,28.66250038,27.90500069,28.10000038,25.25550652,230659600,12/8/2014,0,8,8,6,8,14,0
27.54750061,28.57500076,27.33749962,28.53000069,25.6419754,240832000,12/9/2014,2,2,8,6,4,2,4
28.60250092,28.71249962,27.88500023,27.98749924,25.15439224,178261200,12/10/2014,0,5,2,2,2,3,0
28.06500053,28.45000076,27.83499908,27.90500069,25.08023834,165606800,12/11/2014,0,6,4,4,0,5,5
27.61499977,27.96750069,27.39500046,27.43250084,24.65557861,224112400,12/12/2014,4,6,4,0,4,8,0
27.67499924,27.89999962,26.58749962,27.05750084,24.31854057,268872400,12/15/2014,4,4,6,4,6,4,4
26.59250069,27.54000092,26.56500053,26.6875,23.98598099,243162800,12/16/2014,0,12,6,0,6,6,6
26.78000069,27.45999908,26.70499992,27.35250092,24.58367348,213647200,12/17/2014,18,13,0,9,9,9,4
27.96750069,28.16250038,27.66500092,28.16250038,25.31167793,236024800,12/18/2014,16,0,4,4,4,4,0
28.06500053,28.30999947,27.91500092,27.94499969,25.11619377,353719200,12/19/2014,0,0,0,0,0,0,0
28.04000092,28.37249947,27.99250031,28.23500061,25.37684441,180670000,12/22/2014,6,6,6,6,0,12,12
28.30750084,28.33250046,28.11499977,28.13500023,25.2869606,104113600,12/23/2014,6,6,6,0,6,12,0
28.14500046,28.17749977,28.00250053,28.00250053,25.16787529,57918400,12/24/2014,3,3,3,3,4,4,0
28.02499962,28.62999916,28.00250053,28.49749947,25.61276817,134884000,12/26/2014,0,9,5,3,8,6,3
28.44750023,28.69249916,28.42499924,28.47750092,25.59479141,110395600,12/29/2014,6,6,3,6,5,4,0
28.40999985,28.47999954,28.02750015,28.12999916,25.2824688,119526000,12/30/2014,0,4,2,3,0,5,0
28.20499992,28.28249931,27.55249977,27.59499931,24.80161667,165613600,12/31/2014,2,2,2,3,4,3,0
27.84749985,27.86000061,26.83749962,27.33250046,24.5656929,212818400,1/2/2015,1,1,4,4,4,1,1
27.07250023,27.16250038,26.35250092,26.5625,23.87363434,257142000,1/5/2015,0,2,3,2,1,2,0
26.63500023,26.85750008,26.15749931,26.56500053,23.87589264,263188400,1/6/2015,0,6,3,4,3,4,4
26.79999924,27.04999924,26.67499924,26.9375,24.21068573,160423600,1/7/2015,11,8,12,4,14,9,0
27.30750084,28.03750038,27.17499924,27.97249985,25.14091682,237458000,1/8/2015,12,21,0,21,12,0,0
28.16749954,28.3125,27.55249977,28.00250053,25.16787529,214798000,1/9/2015,12,0,6,6,0,0,0
28.14999962,28.15749931,27.20000076,27.3125,24.54772758,198603200,1/12/2015,3,3,3,3,0,12,0
27.85750008,28.20000076,27.22750092,27.55500031,24.76567268,268367600,1/13/2015,4,4,4,6,12,3,3
27.26000023,27.62249947,27.125,27.45000076,24.6713028,195826400,1/14/2015,3,3,8,6,3,4,3
27.5,27.51499939,26.66500092,26.70499992,24.00171471,240056000,1/15/2015,0,5,0,3,2,4,0
26.75749969,26.89500046,26.29999924,26.49749947,23.81521988,314053200,1/16/2015,0,6,3,4,3,5,5
26.95999908,27.24250031,26.625,27.18000031,24.42863464,199599600,1/20/2015,12,8,12,4,12,12,4
27.23749924,27.76499939,27.06749916,27.38750076,24.61513138,194303600,1/21/2015,0,12,0,10,10,0,8
27.56500053,28.11750031,27.43000031,28.10000038,25.25550652,215185600,1/22/2015,15,0,18,20,0,15,8
28.07500076,28.4375,27.88249969,28.24500084,25.38582611,185859200,1/23/2015,0,9,14,4,12,8,11
28.43499947,28.59000015,28.20000076,28.27499962,25.41279602,222460000,1/26/2015,4,4,3,4,3,6,0
28.10499954,28.12000084,27.25749969,27.28499985,24.52300644,382274800,1/27/2015,0,2,1,2,3,2,0
29.40749931,29.53000069,28.82749939,28.82749939,25.90936089,585908400,1/28/2015,5,5,9,6,6,5,6
29.07999992,29.79750061,28.88999939,29.72500038,26.71600723,337745600,1/29/2015,0,12,3,9,9,0,3
29.60000038,30,29.21249962,29.29000092,26.32504463,334982000,1/30/2015,8,3,6,9,0,4,0
29.51250076,29.79249954,29.02000046,29.65749931,26.6553421,250956400,2/2/2015,6,6,6,6,4,8,8
29.625,29.77249908,29.40250015,29.66250038,26.65983963,207662800,2/3/2015,8,4,8,4,5,8,5
29.625,30.12750053,29.57749939,29.88999939,26.86430359,280598800,2/4/2015,0,8,0,5,3,4,4
30.00499916,30.05750084,29.8125,29.98500061,27.05605316,168984800,2/5/2015,0,0,6,3,4,3,6
30.00499916,30.0625,29.61249924,29.73250008,26.82821465,174826400,2/6/2015,0,7,6,6,3,12,0
29.63750076,29.95999908,29.60750008,29.93000031,27.00641823,155559200,2/9/2015,0,4,2,4,6,2,2
30.04249954,30.53750038,30.04000092,30.50499916,27.52524948,248034000,2/10/2015,14,7,12,9,10,10,4
30.69249916,31.22999954,30.625,31.21999931,28.17041206,294247200,2/11/2015,14,18,4,12,12,4,0
31.51499939,31.87000084,31.39249992,31.61499977,28.52683067,297898000,2/12/2015,18,0,15,15,8,0,20
31.81999969,31.81999969,31.41250038,31.77000046,28.66668892,217088800,2/13/2015,0,6,6,6,0,18,0
31.87249947,32.22000122,31.72999954,31.95750046,28.83587265,252609600,2/17/2015,4,4,4,6,12,3,3
31.90749931,32.19499969,31.86249924,32.18000031,29.03664207,179566800,2/18/2015,3,3,12,6,4,4,4
32.11999893,32.25749969,32.08250046,32.11249924,28.9757328,149449600,2/19/2015,0,7,0,2,2,3,0
32.15499878,32.375,32.01250076,32.375,29.21258926,195793600,2/20/2015,0,6,4,4,0,7,7
32.50500107,33.25,32.41500092,33.25,30.00212479,283896400,2/23/2015,12,12,12,0,18,18,0
33.23500061,33.40000153,32.79249954,33.04249954,29.81489182,276912400,2/24/2015,8,8,0,8,8,0,0
32.88999939,32.90000153,32.03749847,32.19749832,29.05242729,298846800,2/25/2015,5,3,4,4,0,8,0
32.19749832,32.71749878,31.65250015,32.60499954,29.42012405,365150000,2/26/2015,4,4,4,6,12,3,3
32.5,32.64250183,32.06000137,32.11500168,28.97799492,248059200,2/27/2015,2,2,6,4,2,4,0
32.3125,32.56999969,32.07500076,32.27249908,29.12010765,192386800,3/2/2015,0,10,3,6,6,6,3
32.24000168,32.38000107,32.02249908,32.34000015,29.18101311,151265200,3/3/2015,12,4,10,8,10,4,6
32.27500153,32.38999939,32.08000183,32.13499832,28.99603462,126665200,3/4/2015,3,7,0,7,3,6,0
32.14500046,32.1875,31.44000053,31.60250092,28.51555252,226068400,3/5/2015,0,3,2,2,2,5,0
32.09999847,32.34249878,31.56500053,31.64999962,28.55840874,291368400,3/6/2015,4,2,4,6,8,2,2
31.98999977,32.39250183,31.26499939,31.78499985,28.68022919,354114000,3/9/2015,0,6,8,3,4,4,3
31.60250092,31.80500031,30.95000076,31.12750053,28.08695412,275426400,3/10/2015,0,8,0,4,4,0,0
31.1875,31.19249916,30.52750015,30.55999947,27.57488823,275756000,3/11/2015,6,6,6,6,0,8,8
30.57749939,31.22500038,30.40749931,31.11249924,28.07341957,193450800,3/12/2015,12,12,12,0,12,12,12
31.10000038,31.35000038,30.64500046,30.89749908,27.87941742,207309200,3/13/2015,8,8,0,6,6,6,6
30.96999931,31.23749924,30.71750069,31.23749924,28.18620872,143497200,3/16/2015,0,0,6,10,0,10,6
31.47500038,31.82999992,31.41250038,31.76000023,28.65767097,204092400,3/17/2015,0,12,22,0,18,8,8
31.75,32.29000092,31.59250069,32.11750031,28.9802475,261083600,3/18/2015,8,11,0,14,9,4,12
32.1875,32.3125,31.85000038,31.875,28.76143456,183238000,3/19/2015,0,0,4,4,0,8,0
32.0625,32.09999847,31.29000092,31.47500038,28.40050316,274780400,3/20/2015,3,4,4,3,8,6,0
31.78000069,31.96249962,31.62999916,31.80249977,28.69602394,150838800,3/23/2015,2,2,8,6,4,2,4
31.80750084,32.00999832,31.63999939,31.67250061,28.57870865,131369200,3/24/2015,0,5,2,2,2,3,0
31.63500023,31.70499992,30.84499931,30.84499931,27.8320446,206620800,3/25/2015,0,4,2,3,0,5,0
30.69000053,31.21999931,30.64999962,31.05999947,28.02604103,190291600,3/26/2015,3,4,3,6,8,3,3
31.14249992,31.17499924,30.72750092,30.8125,27.80271721,158184800,3/27/2015,3,3,8,6,3,4,3
31.01250076,31.60000038,31,31.59250069,28.50653267,188398800,3/30/2015,0,14,0,8,6,8,0
31.52249908,31.62249947,31.09000015,31.10750008,28.06890678,168362400,3/31/2015,7,0,6,3,6,0,0
31.20499992,31.28000069,30.77499962,31.0625,28.02829933,162485600,4/1/2015,6,8,6,8,0,10,10
31.25749969,31.38999939,31.04750061,31.32999992,28.26967239,128880400,4/2/2015,7,12,7,0,8,8,8
31.11750031,31.87750053,31.08250046,31.83749962,28.72759628,148776000,4/6/2015,12,12,0,6,6,6,6
31.90999985,32.02999878,31.49500084,31.50250053,28.42532349,140049200,4/7/2015,0,0,0,0,0,0,0
31.46249962,31.60000038,31.24250031,31.39999962,28.33283806,149316800,4/8/2015,6,6,6,6,0,12,12
31.46249962,31.64500046,31.16500092,31.63999939,28.54938889,129936000,4/9/2015,12,12,12,0,12,12,12
31.48749924,31.80249977,31.31500053,31.77499962,28.67119789,160752000,4/10/2015,10,10,0,6,8,6,8
32.09249878,32.14250183,31.65250015,31.71249962,28.61480713,145460400,4/13/2015,0,0,0,6,0,6,0
31.75,31.82250023,31.47750092,31.57500076,28.49074364,102098400,4/14/2015,3,3,6,3,6,9,0
31.60250092,31.78249931,31.50250053,31.69499969,28.5990181,115881600,4/15/2015,8,3,8,6,8,3,8
31.56999969,31.77499962,31.52750015,31.54249954,28.46141052,113476000,4/16/2015,0,5,2,2,2,3,0
31.38750076,31.53499985,31.11499977,31.1875,28.14109039,207828000,4/17/2015,0,4,2,3,0,5,0
31.39249992,32.02999878,31.29249954,31.89999962,28.78398895,188217200,4/20/2015,8,9,8,4,12,9,4
32.02500153,32.04999924,31.66749954,31.72750092,28.62834167,129740400,4/21/2015,6,6,3,6,5,4,0
31.74749947,32.21749878,31.57999992,32.15499878,29.01408386,150618000,4/22/2015,0,6,6,6,0,6,6
32.07500076,32.60499954,32.03499985,32.41749954,29.2509346,183083600,4/23/2015,6,12,9,0,8,9,8
32.62250137,32.65750122,32.30749893,32.56999969,29.38855553,178103600,4/24/2015,5,5,0,4,4,6,0
33.07749939,33.28250122,32.78749847,33.16249847,29.92316818,387816800,4/27/2015,0,4,6,3,3,7,3
33.61500168,33.63499832,32.39250183,32.63999939,29.45170593,475696000,4/28/2015,3,7,3,3,6,4,0
32.54000092,32.89749908,32.07500076,32.15999985,29.01859474,253544400,4/29/2015,0,6,4,4,0,5,5
32.15999985,32.15999985,31.14500046,31.28750038,28.23132324,332781600,4/30/2015,4,6,4,0,4,8,0
31.52499962,32.53250122,31.32500076,32.23749924,29.08852386,234050400,5/1/2015,8,8,4,6,6,6,6
32.375,32.64250183,32.06499863,32.17499924,29.03213501,203953200,5/4/2015,0,4,3,6,9,0,8
32.03749847,32.11249924,31.44499969,31.45000076,28.37795067,197085600,5/5/2015,3,3,9,9,0,12,0
31.63999939,31.6875,30.84000015,31.25250053,28.19973946,288564000,5/6/2015,6,6,5,6,9,5,5
31.19249916,31.52000046,31.00499916,31.31500053,28.37416077,175763600,5/7/2015,3,3,12,6,4,4,4
31.67000008,31.90500069,31.52750015,31.90500069,28.90875626,222201600,5/8/2015,0,12,0,3,3,3,3
31.84749985,31.88999939,31.40749931,31.57999992,28.61427689,168143200,5/11/2015,0,0,0,0,0,0,0
31.39999962,31.71999931,31.20499992,31.46750069,28.51234055,192640000,5/12/2015,6,6,6,6,0,12,12
31.53750038,31.79750061,31.46750069,31.50250053,28.54405594,138776800,5/13/2015,12,12,12,0,12,12,12
31.85250092,32.23749924,31.79000092,32.23749924,29.21002769,180814000,5/14/2015,12,12,0,6,6,6,6
32.26750183,32.37250137,32.05250168,32.19250107,29.16926003,152832000,5/15/2015,0,0,0,0,0,0,0
32.09500122,32.68000031,32.09000015,32.54750061,29.49091911,203531600,5/18/2015,4,9,9,9,0,13,18
32.67250061,32.72000122,32.40999985,32.51750183,29.46373177,178532800,5/19/2015,6,6,6,0,6,12,0
32.5,32.74499893,32.33499908,32.51499939,29.46147156,145819600,5/20/2015,4,4,6,4,6,4,4
32.51750183,32.90750122,32.45750046,32.84749985,29.76273918,158921600,5/21/2015,0,12,6,0,6,6,6
32.90000153,33.24250031,32.84999847,33.13499832,30.02324677,182384000,5/22/2015,10,10,0,6,8,6,8
33.15000153,33.22750092,32.27999878,32.40499878,29.36179924,282790400,5/26/2015,0,0,0,6,0,6,0
32.58499908,33.06499863,32.51250076,33.00999832,29.90998268,183332800,5/27/2015,6,6,8,6,8,9,9
32.96500015,32.98749924,32.77500153,32.94499969,29.85108948,122933200,5/28/2015,6,3,6,3,4,8,0
32.80749893,32.86249924,32.47499847,32.56999969,29.51131248,203538000,5/29/2015,0,3,2,2,2,3,0
32.56999969,32.84749985,32.51250076,32.63499832,29.57019806,128451200,6/1/2015,0,4,2,4,6,2,2
32.46500015,32.66500092,32.33000183,32.49000168,29.43882179,134670400,6/2/2015,3,3,8,6,3,4,3
32.66500092,32.73500061,32.47499847,32.52999878,29.47505188,123934000,6/3/2015,0,8,0,5,3,4,4
32.39500046,32.64500046,32.22750092,32.34000015,29.30290413,153800400,6/4/2015,0,0,5,0,2,3,0
32.375,32.42250061,32.09000015,32.16249847,29.14207649,142507200,6/5/2015,6,6,6,6,4,8,8
32.22499847,32.30250168,31.70750046,31.95000076,28.94953346,210699200,6/8/2015,0,6,3,0,3,6,0
31.67499924,32.02000046,31.40500069,31.85499954,28.86345482,224301600,6/9/2015,8,8,4,6,6,6,6
31.97999954,32.33499908,31.96249962,32.22000122,29.19417763,156349200,6/10/2015,0,8,6,0,14,0,0
32.29499817,32.54499817,32.11999893,32.14749908,29.1284771,141563600,6/11/2015,6,6,0,12,0,0,0
32.04750061,32.08250046,31.77750015,31.79249954,28.8068161,147544800,6/12/2015,6,3,6,3,0,10,0
31.52499962,31.80999947,31.42749977,31.72999954,28.75018311,175955600,6/15/2015,4,4,4,6,12,3,3
31.75749969,31.96249962,31.59250069,31.89999962,28.90422249,125976400,6/16/2015,3,3,12,6,4,4,4
31.93000031,31.96999931,31.68499947,31.82500076,28.83627129,131672400,6/17/2015,0,8,0,4,4,3,5
31.80750084,32.07749939,31.80500031,31.96999931,28.96764755,141628800,6/18/2015,10,0,12,12,4,10,12
31.92749977,31.95499992,31.60000038,31.64999962,28.67769432,218867600,6/19/2015,0,10,10,0,8,12,0
31.87249947,32.01499939,31.77000046,31.90250015,28.90648842,136157200,6/22/2015,4,4,6,4,6,4,4
31.87000084,31.90250015,31.71999931,31.75749969,28.77510834,121075600,6/23/2015,0,6,3,0,3,6,0
31.80249977,32.45000076,31.78000069,32.02750015,29.0197506,221123600,6/24/2015,6,6,4,5,6,5,6
32.21500015,32.29999924,31.875,31.875,28.88157463,127752400,6/25/2015,0,3,4,0,4,3,0
31.91749954,31.99749947,31.62750053,31.6875,28.71167755,176267200,6/26/2015,4,4,3,4,3,6,0
31.36499977,31.61750031,31.12000084,31.13249969,28.20880127,196645600,6/29/2015,0,2,1,2,3,2,0
31.39249992,31.53000069,31.21500015,31.35750008,28.41267395,177482800,6/30/2015,2,2,8,6,4,2,4
31.72500038,31.73500061,31.49749947,31.64999962,28.67769432,120955200,7/1/2015,0,16,6,6,10,6,0
31.60750008,31.67250061,31.44249916,31.61000061,28.64146423,108844000,7/2/2015,16,8,12,16,12,0,16
31.23500061,31.55750084,31.21249962,31.5,28.54179192,112241600,7/6/2015,6,6,10,6,0,16,0
31.47249985,31.53750038,30.94249916,31.42250061,28.47156715,187787200,7/7/2015,4,4,4,6,12,3,3
31.12000084,31.15999985,30.63500023,30.64249992,27.76481438,243046400,7/8/2015,2,2,6,4,2,4,0
30.96249962,31.01499939,29.80500031,30.01749992,27.19851112,314380000,7/9/2015,0,4,4,3,3,3,3
30.48500061,30.96249962,30.30249977,30.81999969,27.92565346,245418000,7/10/2015,0,12,6,0,6,6,6
31.25749969,31.44000053,31.07999992,31.41500092,28.46477127,165762000,7/13/2015,16,16,0,12,16,12,8
31.51000023,31.59250069,31.26000023,31.40250015,28.45344734,127072400,7/14/2015,16,4,9,12,9,8,10
31.43000031,31.78750038,31.39500046,31.70499992,28.72754669,134596800,7/15/2015,4,9,12,9,8,10,16
31.93499947,32.14250183,31.83749962,32.12749863,29.11035538,144889600,7/16/2015,12,4,12,4,8,8,8
32.27000046,32.40499878,32.07749939,32.40499878,29.36179924,184658800,7/17/2015,0,8,0,4,4,3,5
32.74250031,33.24250031,32.67499924,33.01750183,29.91677475,235600800,7/20/2015,0,0,6,6,0,12,0
33.21250153,33.22999954,32.58000183,32.6875,29.61777115,307025600,7/21/2015,0,6,6,0,12,0,0
30.49749947,31.375,30.49749947,31.30500031,28.36510468,461802400,7/22/2015,4,4,3,5,0,8,0
31.54999924,31.77249908,31.26499939,31.29000092,28.35151291,203998000,7/23/2015,3,4,3,6,8,3,3
31.32999992,31.43499947,30.97500038,31.125,28.20200729,168649200,7/24/2015,3,3,8,6,3,4,3
30.77249908,30.90250015,30.53000069,30.69249916,27.81012726,177822000,7/27/2015,0,6,0,4,4,4,4
30.84499931,30.97750092,30.63750076,30.84499931,27.94829941,134472400,7/28/2015,0,0,8,6,3,8,3
30.78750038,30.875,30.56749916,30.74749947,27.85995293,148046800,7/29/2015,0,13,8,4,16,4,9
30.57999992,30.64249992,30.42749977,30.59250069,27.71951866,134513200,7/30/2015,0,3,0,6,0,3,0
30.64999962,30.65999985,30.22750092,30.32500076,27.4771328,171540000,7/31/2015,4,3,5,3,3,8,0
