Open,High,Low,Close,Adj Close,Volume,Date,CI1,CI2,CI3,CI4,CI5,CI6,CI7
13.98857117,14.06785679,13.90892887,13.99428558,11.9107933,301067200,12/12/2011,0,0,0,0,0,0,0
14.03571415,14.12142944,13.82499981,13.88607121,11.81868935,338928800,12/13/2011,3,3,3,3,0,12,0
13.81071377,13.83500004,13.48857117,13.57821369,11.55666733,406887600,12/14/2011,2,2,2,3,6,3,0
13.69035721,13.70499992,13.51107121,13.53357124,11.51867104,256200000,12/15/2011,1,1,4,4,4,1,1
13.58428574,13.71964264,13.55607128,13.60785675,11.58189487,421478400,12/16/2011,0,6,8,3,4,4,3
13.65964317,13.74464321,13.58857059,13.65035725,11.61807156,235530400,12/19/2011,0,15,0,9,12,0,6
13.84857082,14.14642906,13.83071423,14.14107132,12.0357275,337215200,12/20/2011,21,0,12,21,0,12,0
14.16749954,14.18928623,14.00035667,14.15892887,12.05092144,262948000,12/21/2011,0,0,9,0,9,0,0
14.17857075,14.25464344,14.14642906,14.23392868,12.11475849,202358800,12/22/2011,6,8,6,8,0,10,10
14.27464294,14.41392899,14.26749992,14.40464306,12.26005745,269399200,12/23/2011,7,12,7,0,8,8,8
14.39642906,14.61035728,14.3935709,14.51892853,12.35732746,265076000,12/27/2011,8,8,0,6,6,6,6
14.53178596,14.5803566,14.33357143,14.38000011,12.23908329,228662000,12/28/2011,0,0,4,4,0,8,0
14.40714264,14.48750019,14.30392933,14.46857071,12.31446552,215978000,12/29/2011,6,6,6,6,12,6,6
14.41107082,14.51000023,14.41035748,14.46428585,12.31082249,179662000,12/30/2011,3,3,8,6,3,4,3
14.62142944,14.7321434,14.6071434,14.6867857,12.50019455,302220800,1/3/2012,0,10,0,6,3,6,3
14.6428566,14.81000042,14.61714268,14.76571369,12.56737137,260022000,1/4/2012,0,0,6,3,6,0,7
14.81964302,14.94821358,14.73821354,14.92964268,12.70689297,271269600,1/5/2012,0,12,8,18,0,18,8
14.991786,15.09821415,14.97214317,15.08571434,12.83972645,318292800,1/6/2012,6,4,11,0,11,4,6
15.19642925,15.27678585,15.04821396,15.0617857,12.81936264,394024400,1/9/2012,3,7,0,7,3,6,0
15.21107101,15.21428585,15.05357075,15.11571407,12.86526489,258196400,1/10/2012,0,6,3,4,3,5,5
15.09571362,15.10178566,14.97535706,15.09107113,12.84428596,215084800,1/11/2012,6,3,6,3,4,8,0
15.08142853,15.10357094,14.9553566,15.04964256,12.80902672,212587200,1/12/2012,0,3,2,2,2,3,0
14.98928642,15.01607132,14.95214272,14.99321365,12.76100159,226021600,1/13/2012,0,2,1,2,3,2,0
15.14999962,15.21392918,15.10571384,15.16785717,12.90964127,242897200,1/17/2012,5,5,9,6,6,5,6
15.2485714,15.33821392,15.22500038,15.32535744,13.04369068,276791200,1/18/2012,0,12,3,9,9,0,3
15.36250019,15.40607071,15.23250008,15.27678585,13.00235271,261738400,1/19/2012,8,3,6,9,0,4,0
15.26749992,15.2678566,14.99107075,15.01071358,12.77589417,413974400,1/20/2012,4,3,5,3,3,8,0
15.09535694,15.30178642,15.08214283,15.26464272,12.99201393,306062400,1/23/2012,8,3,8,6,8,3,8
15.18214321,15.18214321,14.98392868,15.01464272,12.77923965,547638000,1/24/2012,0,5,2,2,2,3,0
16.22999954,16.23035622,15.84749985,15.95214272,13.5771637,958314000,1/25/2012,0,9,3,8,0,8,0
16.01285744,16.0282135,15.82642937,15.87964344,13.51545525,323985200,1/26/2012,6,3,6,0,7,0,0
15.86928558,16.01714325,15.84892941,15.97428608,13.59601021,299709200,1/27/2012,6,6,6,6,0,8,8
15.91821384,16.21071434,15.90678596,16.17892838,13.77018261,379341200,1/30/2012,7,12,7,0,8,8,8
16.27107048,16.36571312,16.18107033,16.30285645,13.87565899,391683600,1/31/2012,8,8,0,6,6,6,6
16.37178612,16.39249992,16.26964378,16.29249954,13.86684513,270046000,2/1/2012,0,0,4,4,0,8,0
16.28214264,16.32749939,16.21357155,16.25428581,13.83431911,186796400,2/2/2012,3,4,4,3,8,6,0
16.33214378,16.4285717,16.27000046,16.41714287,13.97293377,286599600,2/3/2012,2,2,8,6,4,2,4
16.37071419,16.60642815,16.36428642,16.57035637,14.10333538,249412800,2/6/2012,0,8,3,3,5,3,4
16.6160717,16.7767868,16.59214211,16.74392891,14.25106525,316223600,2/7/2012,0,8,0,14,0,6,0
16.8035717,17.0282135,16.77499962,17.02428627,14.48967934,407890000,2/8/2012,12,0,24,0,12,0,0
17.17000008,17.7410717,17.16285706,17.61321449,14.99093246,884214800,2/9/2012,0,16,0,16,0,0,0
17.5342865,17.77214241,17.44821358,17.62214279,14.99852753,631302000,2/10/2012,9,0,9,0,0,0,0
17.84035683,17.99392891,17.75321388,17.95000076,15.27757835,517216000,2/13/2012,6,6,6,6,0,12,12
18.02357101,18.19857025,17.9285717,18.19499969,15.48609924,460398400,2/14/2012,8,8,8,0,7,12,7
18.36642838,18.7960701,17.74607086,17.7739296,15.12771797,1506120000,2/15/2012,5,5,0,4,4,6,0
17.5535717,18.03178596,17.37964249,17.9360714,15.26572609,944552000,2/16/2012,0,6,3,4,3,5,5
17.96821404,18.13464355,17.86785698,17.93285751,15.26297951,535805200,2/17/2012,8,4,8,4,5,8,5
18.10285759,18.38750076,18.00428581,18.38750076,15.64994049,605595200,2/21/2012,0,10,0,6,3,6,3
18.32428551,18.41035652,18.18107033,18.3228569,15.59492111,483302400,2/22/2012,0,0,4,0,4,0,0
18.39571381,18.49392891,18.1964283,18.44249916,15.69674683,568027600,2/23/2012,6,8,6,8,0,10,10
18.55964279,18.67499924,18.52285767,18.65749931,15.87974262,415072000,2/24/2012,7,12,7,0,8,8,8
18.61821365,18.875,18.43857193,18.77714348,15.98157215,547582000,2/27/2012,8,8,0,6,6,6,6
18.8557148,19.12178612,18.78035736,19.12178612,16.27490616,600387200,2/28/2012,0,0,6,6,0,12,0
19.34142876,19.55750084,19.13214302,19.37285614,16.48858833,952011200,2/29/2012,0,8,8,0,24,0,8
19.57749939,19.5789299,19.24178505,19.44535637,16.55030251,683270000,3/1/2012,3,3,0,10,0,4,0
19.43714333,19.52857018,19.37571335,19.47071457,16.57188606,431712400,3/2/2012,4,3,5,3,3,8,0
19.47928619,19.55285645,18.7857132,19.04142952,16.20650673,809124400,3/5/2012,2,2,2,4,4,2,0
18.70214272,19.06035614,18.43642807,18.93785667,16.1183567,810238800,3/6/2012,0,1,2,3,2,1,1
19.17142868,19.20642853,18.68928528,18.95321465,16.13142776,798520800,3/7/2012,0,3,6,3,2,2,2
19.09607124,19.39249992,19.00428581,19.35678673,16.47491837,516457200,3/8/2012,0,12,0,3,3,3,3
19.4360714,19.56214333,19.39678574,19.47035789,16.57159042,418919200,3/9/2012,0,0,0,6,6,0,12
19.60642815,19.7142868,19.5357132,19.7142868,16.77919006,407282400,3/12/2012,0,0,18,18,0,18,18
19.91214371,20.29214287,19.8482132,20.28928566,17.26858521,690855200,3/13/2012,0,18,20,0,15,15,8
20.64464378,21.23999977,20.54999924,21.05642891,17.9215126,1418844000,3/14/2012,18,20,0,15,15,8,0
21.41464233,21.42892838,20.66250038,20.91285706,17.79931641,1159718000,3/15/2012,9,0,3,3,3,0,0
20.88285637,21.04285622,20.6428566,20.91321373,17.79962349,825487600,3/16/2012,6,6,6,6,0,12,12
21.37035751,21.49178505,21.03750038,21.46785736,18.27169037,901236000,3/19/2012,12,12,12,0,12,12,12
21.41107178,21.67499924,21.12428665,21.6414299,18.41942024,816662000,3/20/2012,8,8,0,6,6,6,6
21.52642822,21.77321434,21.47892952,21.5178566,18.31424713,644042000,3/21/2012,0,0,4,4,0,8,0
21.34928513,21.5892868,21.26892853,21.40500069,18.21819115,623870800,3/22/2012,6,6,6,6,12,6,6
21.44607162,21.49285698,21.22857094,21.28750038,18.11817932,430488800,3/23/2012,3,3,8,6,3,4,3
21.4210701,21.68392944,21.25928688,21.67785645,18.45042419,595742000,3/26/2012,0,10,0,6,3,6,3
21.64928627,22.01000023,21.64500046,21.94571495,18.67840004,607129600,3/27/2012,0,0,6,0,12,0,6
22.08499908,22.19464302,21.79678535,22.05785751,18.77384567,655460400,3/28/2012,0,8,8,20,8,8,20
21.88500023,22.02000046,21.68678665,21.78071404,18.53796387,608238400,3/29/2012,3,6,6,6,3,12,0
21.74178505,21.80571365,21.35499954,21.41250038,18.22457123,731038000,3/30/2012,2,2,2,4,4,2,0
21.49392891,22.09892845,21.44214249,22.09392929,18.80455017,598351600,4/2/2012,0,2,4,4,2,2,2
22.40357018,22.5789299,22.23250008,22.47571373,19.12949562,834559600,4/3/2012,0,8,3,3,5,3,4
22.29821396,22.35214233,22.0357132,22.29678535,18.97720909,572980800,4/4/2012,0,3,0,6,0,3,0
22.39214325,22.66642952,22.26428604,22.63142967,19.26202774,641298000,4/5/2012,6,6,6,6,4,8,8
22.36178589,22.85142899,22.33214378,22.72249985,19.33953857,597536800,4/9/2012,8,4,8,4,5,8,5
22.85464287,23,22.3571434,22.44428635,19.10274506,889725200,4/10/2012,0,5,0,3,2,4,0
22.72142982,22.74535751,22.26214218,22.36428642,19.03465652,696614800,4/11/2012,0,6,3,4,3,5,5
22.3214283,22.54750061,22.1607132,22.24178505,18.93039131,614336800,4/12/2012,8,4,8,4,5,8,5
22.28964233,22.31071472,21.55392838,21.61535645,18.39722443,859644800,4/13/2012,0,5,0,3,2,4,0
21.78785706,21.79571342,20.6517868,20.71892929,17.63426208,1050786800,4/16/2012,0,3,2,2,2,5,0
20.67642975,21.7857132,20.42535782,21.77499962,18.53310776,1025528000,4/17/2012,9,6,10,6,10,6,9
21.91857147,22.1517868,21.52535629,21.72642899,18.49176788,954531200,4/18/2012,0,6,3,4,4,3,4
21.43642807,21.59749985,20.87571335,20.97999954,17.85646248,834719200,4/19/2012,0,3,4,5,0,6,0
21.12071419,21.23642921,20.37214279,20.46357155,17.41691589,1030985200,4/20/2012,6,6,5,6,9,5,5
20.37892914,20.59535789,19.87928581,20.41785622,17.37801361,966529200,4/23/2012,3,3,12,6,4,4,4
20.09321404,20.27464294,19.8214283,20.01000023,17.03088188,1076149200,4/24/2012,0,8,0,4,4,3,5
21.98714256,22.0714283,21.6428566,21.7857132,18.54221535,905777600,4/25/2012,12,0,9,9,4,14,0
21.93821335,21.95321465,21.50464249,21.70357132,18.47230339,536068400,4/26/2012,0,6,6,0,12,0,0
21.60964394,21.64928627,21.4464283,21.5357132,18.32944107,406722400,4/27/2012,4,4,3,5,0,8,0
21.35000038,21.37142944,20.8214283,20.85642815,17.75128365,506144800,4/30/2012,2,2,2,3,4,3,0
20.88928604,21.31285667,20.75821495,20.79035759,17.69505119,610999200,5/1/2012,1,1,4,4,4,1,1
20.72285652,20.97857094,20.67357063,20.92785645,17.81208801,427389200,5/2/2012,0,3,6,3,2,2,2
21.0892868,21.12142944,20.72500038,20.77928543,17.68562889,390549600,5/3/2012,0,8,0,4,4,3,5
20.61000061,20.65571404,20.18464279,20.1875,17.18195152,529992400,5/4/2012,0,0,4,4,0,8,0
20.0535717,20.45607185,20.04392815,20.33857155,17.3105278,460118400,5/7/2012,6,6,6,6,12,6,6
20.34214211,20.4107132,19.95464325,20.29214287,17.27101707,497252000,5/8/2012,3,3,8,6,3,4,3
20.13214302,20.49928665,20.03035736,20.32785606,17.30141068,480704000,5/9/2012,0,12,0,7,6,6,3
20.52071381,20.56714249,20.30142975,20.37571335,17.34214592,333200000,5/10/2012,16,0,13,8,9,4,4
20.1785717,20.51678658,20.15535736,20.2396431,17.22633171,399546000,5/11/2012,0,10,0,3,3,4,0
20.09178543,20.26821327,19.91428566,19.93642807,16.968256,352626400,5/14/2012,0,3,2,2,0,7,0
20.05178642,20.11499977,19.7053566,19.75607109,16.81474686,476336000,5/15/2012,4,4,4,6,12,3,3
19.78750038,19.88892937,19.3228569,19.50285721,16.59924126,560896000,5/16/2012,2,2,6,4,2,4,0
19.47535706,19.5535717,18.93285751,18.93285751,16.1140995,717220000,5/17/2012,0,3,2,2,2,3,0
19.06999969,19.40749931,18.64928627,18.94214249,16.12200546,732292400,5/18/2012,0,4,2,4,6,2,2
19.0892868,20.05500031,19.07321358,20.04571342,17.06127167,631106000,5/21/2012,14,14,12,12,14,14,0
20.34107018,20.49571419,19.73500061,19.89178658,16.93026733,694870400,5/22/2012,7,8,3,6,6,0,0
19.9107132,20.45714378,19.75821495,20.37714386,17.34336281,584897600,5/23/2012,10,9,10,10,0,9,14
20.56678581,20.5892868,20.04392815,20.19000053,17.18408012,496230000,5/24/2012,6,6,6,0,6,12,0
20.16392899,20.20892906,19.94535637,20.0817852,17.09197235,328507200,5/25/2012,4,4,6,4,6,4,4
20.38928604,20.5,20.18964386,20.43821335,17.39533424,380508800,5/29/2012,0,12,6,0,6,6,6
20.32857132,20.71392822,20.23428535,20.68464279,17.60507774,529429600,5/30/2012,10,10,0,6,8,6,8
20.74071312,20.7678566,20.4092865,20.63321495,17.56130791,491674400,5/31/2012,0,0,0,6,0,6,0
20.32714272,20.45178604,20.01857185,20.03535652,17.05245972,520987600,6/1/2012,3,3,6,3,6,9,0
20.0535717,20.2678566,19.5892868,20.1532135,17.15276718,556995600,6/4/2012,4,2,4,6,8,2,2
20.04535675,20.23107147,19.94035721,20.1010704,17.10839653,388214400,6/5/2012,0,3,4,3,2,2,2
20.27750015,20.49464226,20.1964283,20.4092865,17.37071991,401455600,6/6/2012,0,10,0,6,3,6,3
20.61750031,20.61857033,20.375,20.41857147,17.37862396,379766800,6/7/2012,11,0,10,9,10,4,14
20.41428566,20.73500061,20.3214283,20.72571373,17.64003754,347516400,6/8/2012,0,12,8,18,0,18,8
20.98999977,21.0178566,20.37964249,20.3989296,17.36190224,591264800,6/11/2012,4,3,7,0,6,4,0
20.5164299,20.59357071,20.23928642,20.57714272,17.51358414,435380400,6/12/2012,6,5,6,5,4,6,6
20.51857185,20.65999985,20.37071419,20.43428612,17.39200211,293580000,6/13/2012,0,6,3,0,3,6,0
20.40142822,20.4821434,20.25928688,20.41178513,17.3728447,345573200,6/14/2012,4,4,6,4,6,4,4
20.3928566,20.52214241,20.34107018,20.50464249,17.45188141,335255200,6/15/2012,0,12,7,0,8,8,3
20.3914299,20.99607086,20.37035751,20.92071342,17.80599785,440412000,6/18/2012,18,14,0,12,12,4,4
20.83571434,21.0714283,20.82500076,20.97892952,17.85555267,361404400,6/19/2012,0,0,0,0,0,0,0
21.00749969,21.0446434,20.74285698,20.91928673,17.80478859,358943200,6/20/2012,3,3,3,3,0,12,0
20.90857124,21.00785637,20.62285614,20.63107109,17.5594883,326351200,6/21/2012,2,2,2,3,6,3,0
20.68000031,20.79249954,20.55071449,20.78928566,17.6941433,284471600,6/22/2012,1,1,4,4,4,1,1
20.61785698,20.70714378,20.37035751,20.38464355,17.34973907,304382400,6/25/2012,0,2,3,2,1,2,0
20.40464211,20.51749992,20.26178551,20.42964363,17.38804436,276536400,6/26/2012,0,4,4,3,3,3,3
20.5357132,20.59785652,20.42571449,20.5178566,17.46311951,202997200,6/27/2012,0,12,6,0,6,6,6
20.41678619,20.5,20.20035744,20.32321358,17.29746246,282836400,6/28/2012,7,7,0,4,4,6,0
20.6428566,20.8571434,20.5089283,20.8571434,17.75189972,421500800,6/29/2012,0,4,3,3,0,10,0
20.88321495,21.19535637,20.84285736,21.16142845,18.01087189,400092000,7/2/2012,4,4,4,0,16,0,4
21.24571419,21.4285717,21.2142868,21.40749931,18.22031212,241712800,7/3/2012,4,4,0,15,12,4,15
21.44857025,21.94071388,21.41607094,21.78357124,18.54039764,484383200,7/5/2012,4,0,15,12,4,15,4
21.68178558,21.72999954,21.48500061,21.63857079,18.41698647,418930400,7/6/2012,0,9,6,3,8,4,0
21.61785698,21.92499924,21.57535744,21.92464256,18.66045952,379405600,7/9/2012,0,6,4,4,0,5,5
22.07035637,22.13821411,21.61821365,21.7217865,18.48781586,511957600,7/10/2012,4,6,4,0,4,8,0
21.64714241,21.70214272,21.32928658,21.58678627,18.37290955,469322000,7/11/2012,4,4,6,4,6,4,4
21.43714333,21.55249977,21.16714287,21.38928604,18.20481491,428041600,7/12/2012,0,6,3,0,3,6,0
21.53392982,21.68535614,21.4285717,21.60607147,18.38931465,311427200,7/13/2012,8,8,4,6,6,6,6
21.61142921,21.84357071,21.60785675,21.67535782,18.44828987,301260400,7/16/2012,0,4,3,0,10,0,3
21.8139286,21.8392868,21.54107094,21.67642975,18.44921112,293624800,7/17/2012,4,4,8,12,8,4,16
21.66392899,21.72642899,21.55571365,21.65214348,18.42853928,252700000,7/18/2012,3,6,6,6,3,12,0
21.83142853,21.97678566,21.6428566,21.94000053,18.67354202,436861600,7/19/2012,9,7,9,6,12,9,4
21.89392853,21.94428635,21.56071472,21.58214378,18.36896324,397471200,7/20/2012,0,6,2,4,4,0,0
21.22857094,21.63928604,20.9896431,21.56535721,18.35466576,487975600,7/23/2012,5,6,6,5,0,6,6
21.69214249,21.77428627,21.37535667,21.4614296,18.26621437,565132400,7/24/2012,5,8,5,0,5,8,5
20.5164299,20.74285698,20.3571434,20.53464317,17.47740364,877312800,7/25/2012,5,5,0,4,4,6,0
20.70571327,20.72857094,20.37000084,20.53142929,17.47468185,406632800,7/26/2012,0,6,3,4,3,5,5
20.53607178,20.92250061,20.41392899,20.89857101,17.78715706,403936400,7/27/2012,12,4,12,4,8,8,8
21.10428619,21.40857124,20.99357033,21.25107193,18.08717728,379142400,7/30/2012,0,16,0,6,10,6,6
21.54392815,21.84642982,21.52571487,21.81285667,18.56532288,462327600,7/31/2012,22,0,8,18,8,12,0
21.99678612,22.01428604,21.5357132,21.67178535,18.44525909,384501600,8/1/2012,0,0,9,0,9,0,0
21.53000069,21.81035614,21.4375,21.7067852,18.47504616,332158400,8/2/2012,6,8,6,8,0,10,10
21.91535759,22.07071495,21.84142876,21.98928642,18.71548843,344920800,8/3/2012,7,12,7,0,8,8,8
22.0460701,22.31678581,21.97357178,22.23392868,18.92370415,302103200,8/6/2012,10,10,0,6,8,6,8
22.24178505,22.3214283,22.0728569,22.17535782,18.87385368,290446800,8/7/2012,0,0,0,6,0,6,0
22.12107086,22.28142929,22.03928566,22.13785744,18.8419342,244706000,8/8/2012,6,6,8,6,8,9,9
22.06607056,22.20464325,22.06428528,22.16892815,18.94939041,221642400,8/9/2012,12,4,12,4,8,8,8
22.0967865,22.20571327,22.09642982,22.20357132,18.97900391,194938800,8/10/2012,0,12,0,3,3,3,3
22.26392937,22.5,22.2589283,22.5,19.23237991,278832400,8/13/2012,0,0,0,0,0,0,0
22.56678581,22.80750084,22.50749969,22.56035614,19.2839756,340169200,8/14/2012,0,4,4,4,4,0,16
22.54642868,22.6428566,22.4196434,22.52964211,19.25772476,257342400,8/15/2012,3,3,3,3,0,12,0
22.5432148,22.74142838,22.5178566,22.72642899,19.42592621,254534000,8/16/2012,8,8,8,4,12,4,12
22.8571434,23.14964294,22.81464386,23.14678574,19.78524017,442761200,8/17/2012,9,9,8,6,8,6,6
23.21464348,23.75535774,23.21071434,23.75535774,20.30542946,613384800,8/20/2012,0,12,0,12,0,0,0
23.95785713,24.10285759,23.2260704,23.43071365,20.02793121,812719600,8/21/2012,9,0,9,0,0,0,0
23.37214279,23.8928566,23.14678574,23.88821411,20.4189949,565322800,8/22/2012,6,6,6,6,0,12,12
23.78964233,23.92499924,23.61249924,23.66535759,20.22849846,420128800,8/23/2012,6,6,6,0,6,12,0
23.55392838,23.90999985,23.41250038,23.68642807,20.24651146,437340400,8/24/2012,4,4,6,4,6,4,4
24.28535652,24.31678581,24.05500031,24.13142967,20.62688446,427008400,8/27/2012,0,12,7,0,8,8,3
24.10642815,24.14642906,23.95249939,24.10000038,20.60002327,267416800,8/28/2012,8,8,0,6,6,4,0
24.1160717,24.20249939,24.02142906,24.05249977,20.55942345,202806800,8/29/2012,0,3,2,2,0,7,0
23.95142937,23.98392868,23.67321396,23.70964241,20.26634979,302699600,8/30/2012,2,2,2,3,6,3,0
23.8303566,23.87857056,23.4732132,23.75857162,20.30817604,338321200,8/31/2012,1,1,4,4,4,1,1
23.77714348,24.11214256,23.7321434,24.10607147,20.60520935,367892000,9/4/2012,0,14,8,6,8,8,0
24.12750053,24.15535736,23.91428566,23.93678665,20.46051025,336375200,9/5/2012,7,8,3,6,6,0,0
24.04178619,24.22464371,23.95714378,24.15250015,20.64489937,391196400,9/6/2012,10,4,12,12,0,10,12
24.21607018,24.37428665,24.13464355,24.30142975,20.77219963,329666400,9/7/2012,4,12,12,0,10,12,10
24.30178642,24.4032135,23.64642906,23.66928673,20.23185921,487998000,9/10/2012,5,5,0,4,4,6,0
23.75392914,23.93214226,23.4464283,23.59250069,20.16622925,503983200,9/11/2012,0,6,3,4,3,5,5
23.81607056,23.92499924,23.4285717,23.9210701,20.44706917,712233200,9/12/2012,12,4,12,4,8,8,8
24.19178581,24.4821434,24.09892845,24.39214325,20.84973335,598360000,9/13/2012,0,12,0,3,3,3,3
24.6414299,24.89214325,24.56749916,24.68857193,21.10311317,600474000,9/14/2012,0,0,0,6,6,0,12
24.97678566,24.99285698,24.80750084,24.99214363,21.36259842,398031200,9/17/2012,0,0,18,18,0,18,18
24.99571419,25.08321381,24.87214279,25.06821442,21.42762756,373503200,9/18/2012,0,10,10,0,8,12,0
25.00928688,25.14249992,24.98464394,25.07500076,21.43342209,326874800,9/19/2012,3,3,3,3,4,4,0
24.96999931,25.00214386,24.77214241,24.95357132,21.3296299,336568400,9/20/2012,0,2,1,2,3,2,0
25.08607101,25.18107033,24.97714233,25.00321388,21.37206459,571589200,9/21/2012,1,1,4,4,4,1,1
24.53071404,24.82571411,24.3928566,24.6710701,21.08815575,639766400,9/24/2012,0,2,3,2,1,2,0
24.58071327,24.74214363,24.0357132,24.05500031,20.56155777,518789600,9/25/2012,0,3,2,2,2,3,0
23.88357162,24.02464294,23.61428642,23.75642967,20.3063488,576503200,9/26/2012,0,4,2,4,6,2,2
23.72464371,24.36321449,23.58392906,24.33285713,20.79905701,594090000,9/27/2012,6,6,12,6,6,6,6
24.2410717,24.32535744,23.8125,23.82500076,20.36495781,535110800,9/28/2012,0,8,0,4,4,0,0
23.96999931,24.1696434,23.4464283,23.54964256,20.12958908,543594800,10/1/2012,6,6,6,6,0,8,8
23.63607025,23.79821396,23.23749924,23.61821365,20.18820572,627992400,10/2/2012,12,12,12,0,12,12,12
23.74500084,23.99500084,23.66535759,23.98035622,20.49774742,424281200,10/3/2012,12,12,0,6,6,6,6
23.9732132,24.0803566,23.76964378,23.81428528,20.35579491,370725600,10/4/2012,0,0,0,0,0,0,0
23.75714302,23.7857132,23.26000023,23.30678558,19.92200279,594006000,10/5/2012,3,3,3,3,0,12,0
23.10285759,23.12714386,22.71821404,22.79178619,19.48179626,637994000,10/8/2012,2,2,2,3,6,3,0
22.80892944,22.87464333,22.26964378,22.70892906,19.4109726,838597200,10/9/2012,2,2,8,6,4,2,4
22.84785652,23.03499985,22.75,22.88964272,19.56544495,510356000,10/10/2012,0,9,6,3,6,3,3
23.0892868,23.11428642,22.43214226,22.43214226,19.17438126,546081200,10/11/2012,0,6,0,6,0,0,0
22.48428535,22.69214249,22.33214378,22.4896431,19.223526,460014800,10/12/2012,9,9,12,9,0,11,16
22.58392906,22.68321419,22.28035736,22.67000008,19.37769699,432502000,10/15/2012,12,14,14,0,14,14,12
22.69178581,23.22500038,22.5357132,23.2067852,19.83652687,549771600,10/16/2012,18,13,0,9,9,9,4
23.17392921,23.3139286,23,23.02178574,19.6783886,389037600,10/17/2012,0,0,0,0,0,0,0
22.84250069,22.93071365,22.5,22.59428596,19.31297874,476624400,10/18/2012,3,3,3,3,0,12,0
22.53750038,22.56321335,21.77214241,21.78000069,18.61694717,744086000,10/19/2012,2,2,2,3,6,3,0
21.87214279,22.69214249,21.81285667,22.64392853,19.35541344,546730800,10/22/2012,5,5,9,6,6,5,6
22.5357132,22.63928604,21.84642982,21.90571404,18.72440338,707145600,10/23/2012,0,6,2,4,4,0,0
22.19428635,22.37678528,21.80857086,22.02964211,18.83033752,558527200,10/24/2012,5,6,6,5,0,6,6
22.1428566,22.2142868,21.62678528,21.7692852,18.6077919,656325600,10/25/2012,5,8,5,0,5,8,5
21.76535606,21.9285717,21.1071434,21.5714283,18.4386692,1018432800,10/26/2012,8,8,0,6,6,6,6
21.24571419,21.4985714,20.98928642,21.26142883,18.17368507,510003200,10/31/2012,0,0,5,0,2,3,0
21.36499977,21.5357132,21.22035789,21.30500031,18.21092606,361298000,11/1/2012,4,11,4,6,4,11,4
21.28178596,21.31964302,20.5267868,20.60000038,17.60831833,599373600,11/2/2012,0,3,2,0,5,0,0
20.84000015,20.99178505,20.62857056,20.87928581,17.8470459,529135600,11/5/2012,6,6,6,6,0,8,8
21.07964325,21.09785652,20.71750069,20.81607056,17.7930088,374917200,11/6/2012,5,8,5,0,5,8,5
20.49428558,20.5192852,19.8482132,19.9285717,17.11219597,793648800,11/7/2012,5,5,0,4,4,6,0
20.02249908,20.07964325,19.11750031,19.2053566,16.49119186,1056146000,11/8/2012,0,6,3,4,3,5,5
19.30071449,19.81714249,19.06142807,19.53785706,16.77670288,929913600,11/9/2012,12,4,12,4,8,8,8
19.79107094,19.8035717,19.23749924,19.38678551,16.64698219,515802000,11/12/2012,0,10,0,3,6,3,6
19.24678612,19.65999985,19.15571404,19.38928604,16.64912987,532949200,11/13/2012,0,0,0,12,0,6,6
19.4821434,19.55178642,19.14928627,19.17428589,16.46450996,477170400,11/14/2012,0,4,16,4,9,8,13
19.19750023,19.2678566,18.66500092,18.77214241,16.11919975,789910800,11/15/2012,3,5,3,4,3,8,0
18.75714302,18.9285717,18.0625,18.84571457,16.18238068,1266893600,11/16/2012,0,8,4,3,6,3,6
19.3110714,20.2678566,19.28142929,20.20464325,17.34925461,823317600,11/19/2012,16,16,8,12,16,12,0
20.42535782,20.42678642,19.80642891,20.03249931,17.2014389,642754000,11/20/2012,8,6,3,8,3,0,0
20.1517868,20.26321411,19.87857056,20.06071472,17.22566986,373002000,11/21/2012,8,6,8,6,0,10,10
20.25607109,20.4285717,20.09285736,20.4107132,17.52620125,272826400,11/23/2012,12,12,12,0,12,12,12
20.56785774,21.0714283,20.4896431,21.05464363,18.07913208,630579600,11/26/2012,12,12,0,6,6,6,6
21.05535698,21.0864296,20.71785736,20.88500023,17.93346977,533330000,11/27/2012,0,0,0,0,0,0,0
20.61678505,20.92142868,20.43785667,20.81928635,17.87703133,520864400,11/28/2012,6,6,6,6,0,12,12
21.07928658,21.2232132,20.9017868,21.04857063,18.07391739,514698800,11/29/2012,12,12,12,0,12,12,12
20.9567852,21.01428604,20.80999947,20.90285683,17.94879913,391319600,11/30/2012,7,7,0,4,4,6,0
21.20178604,21.23535728,20.9107132,20.93535614,17.97670364,364280000,12/3/2012,0,6,4,4,0,7,7
20.77857018,20.77857018,20.43321419,20.56607056,17.65960693,557068400,12/4/2012,6,6,6,0,6,12,0
20.31821442,20.3303566,19.24178505,19.24250031,16.52308464,1044638000,12/5/2012,3,3,3,3,4,4,0
18.89071465,19.76107025,18.52249908,19.54428673,16.78222466,1177212400,12/6/2012,0,4,2,4,6,2,2
19.76428604,19.82857132,18.9285717,19.0446434,16.35319138,787040800,12/7/2012,3,3,8,6,3,4,3
18.75,19.23250008,18.62785721,18.92214394,16.24800491,630484400,12/10/2012,0,8,0,5,3,4,4
19.27750015,19.62714386,19.19178581,19.33535767,16.60281563,592345600,12/11/2012,11,0,11,4,6,6,4
19.56321335,19.5714283,19.15250015,19.25,16.52953339,487144000,12/12/2012,0,11,4,6,6,4,11
18.96964264,19.20142937,18.77857018,18.91749954,16.24401855,625259600,12/13/2012,0,3,2,2,0,7,0
18.3839283,18.50464249,18.05642891,18.2067852,15.63373947,1009579200,12/14/2012,2,2,2,3,6,3,0
